adm_cd,adm_nm,std_ymd,m_pop,fm_pop
1156072000,서울특별시 영등포구 대림제3동,202206,"11,074","11,110"
1156000000,서울특별시 서울특별시 영등포구 ,202207,"185,518","191,143"
1156051500,서울특별시 영등포구 영등포본동,202207,"10,873","10,340"
1156053500,서울특별시 영등포구 영등포동,202207,"15,344","14,224"
1156054000,서울특별시 영등포구 여의동,202207,"15,361","17,367"
1156055000,서울특별시 영등포구 당산제1동,202207,"9,962","10,455"
1156056000,서울특별시 영등포구 당산제2동,202207,"17,598","19,959"
1156058500,서울특별시 영등포구 도림동,202207,"9,009","8,814"
1156060500,서울특별시 영등포구 문래동,202207,"15,873","16,613"
1156061000,서울특별시 영등포구 양평제1동,202207,"8,981","9,418"
1156062000,서울특별시 영등포구 양평제2동,202207,"10,957","11,419"
1156063000,서울특별시 영등포구 신길제1동,202207,"8,844","8,575"
1156065000,서울특별시 영등포구 신길제3동,202207,"8,145","8,348"
1156066000,서울특별시 영등포구 신길제4동,202207,"6,148","6,226"
1156067000,서울특별시 영등포구 신길제5동,202207,"5,060","5,317"
1156068000,서울특별시 영등포구 신길제6동,202207,"9,354","9,745"
1156069000,서울특별시 영등포구 신길제7동,202207,"9,981","9,996"
1156070000,서울특별시 영등포구 대림제1동,202207,"7,108","7,203"
1156071000,서울특별시 영등포구 대림제2동,202207,"5,862","6,027"
1156072000,서울특별시 영등포구 대림제3동,202207,"11,058","11,097"
1156000000,서울특별시 서울특별시 영등포구 ,202208,"185,754","191,541"
1156051500,서울특별시 영등포구 영등포본동,202208,"10,886","10,341"
1156053500,서울특별시 영등포구 영등포동,202208,"15,391","14,282"
1156054000,서울특별시 영등포구 여의동,202208,"15,390","17,386"
1156055000,서울특별시 영등포구 당산제1동,202208,"9,976","10,472"
1156056000,서울특별시 영등포구 당산제2동,202208,"17,557","19,989"
1156058500,서울특별시 영등포구 도림동,202208,"8,992","8,809"
1156060500,서울특별시 영등포구 문래동,202208,"15,845","16,587"
1156061000,서울특별시 영등포구 양평제1동,202208,"8,977","9,426"
1156062000,서울특별시 영등포구 양평제2동,202208,"10,963","11,431"
1156063000,서울특별시 영등포구 신길제1동,202208,"9,337","9,051"
1156065000,서울특별시 영등포구 신길제3동,202208,"8,120","8,338"
1156066000,서울특별시 영등포구 신길제4동,202208,"6,118","6,222"
1156067000,서울특별시 영등포구 신길제5동,202208,"5,030","5,296"
1156068000,서울특별시 영등포구 신길제6동,202208,"9,343","9,714"
1156069000,서울특별시 영등포구 신길제7동,202208,"9,889","9,940"
1156070000,서울특별시 영등포구 대림제1동,202208,"7,079","7,167"
1156071000,서울특별시 영등포구 대림제2동,202208,"5,850","6,018"
1156072000,서울특별시 영등포구 대림제3동,202208,"11,011","11,072"
1156000000,서울특별시 서울특별시 영등포구 ,202209,"185,099","191,117"
1156051500,서울특별시 영등포구 영등포본동,202209,"10,791","10,267"
1156053500,서울특별시 영등포구 영등포동,202209,"15,326","14,276"
1156054000,서울특별시 영등포구 여의동,202209,"15,315","17,318"
1156055000,서울특별시 영등포구 당산제1동,202209,"9,937","10,468"
1156056000,서울특별시 영등포구 당산제2동,202209,"17,468","19,886"
1156058500,서울특별시 영등포구 도림동,202209,"8,947","8,769"
1156060500,서울특별시 영등포구 문래동,202209,"15,807","16,542"
1156061000,서울특별시 영등포구 양평제1동,202209,"8,980","9,427"
1156062000,서울특별시 영등포구 양평제2동,202209,"10,927","11,438"
1156063000,서울특별시 영등포구 신길제1동,202209,"9,526","9,276"
1156065000,서울특별시 영등포구 신길제3동,202209,"8,100","8,312"
1156066000,서울특별시 영등포구 신길제4동,202209,"6,101","6,193"
1156067000,서울특별시 영등포구 신길제5동,202209,"4,985","5,254"
1156068000,서울특별시 영등포구 신길제6동,202209,"9,270","9,674"
1156069000,서울특별시 영등포구 신길제7동,202209,"9,840","9,896"
1156070000,서울특별시 영등포구 대림제1동,202209,"7,041","7,119"
1156071000,서울특별시 영등포구 대림제2동,202209,"5,804","5,992"
1156072000,서울특별시 영등포구 대림제3동,202209,"10,934","11,010"
1156000000,서울특별시 서울특별시 영등포구 ,202210,"184,845","191,004"
1156051500,서울특별시 영등포구 영등포본동,202210,"10,781","10,243"
1156053500,서울특별시 영등포구 영등포동,202210,"15,305","14,287"
1156054000,서울특별시 영등포구 여의동,202210,"15,311","17,313"
1156055000,서울특별시 영등포구 당산제1동,202210,"9,906","10,445"
1156056000,서울특별시 영등포구 당산제2동,202210,"17,347","19,802"
1156058500,서울특별시 영등포구 도림동,202210,"8,939","8,758"
1156060500,서울특별시 영등포구 문래동,202210,"15,805","16,530"
1156061000,서울특별시 영등포구 양평제1동,202210,"8,949","9,416"
1156062000,서울특별시 영등포구 양평제2동,202210,"10,932","11,440"
1156063000,서울특별시 영등포구 신길제1동,202210,"9,644","9,397"
1156065000,서울특별시 영등포구 신길제3동,202210,"8,068","8,292"
1156066000,서울특별시 영등포구 신길제4동,202210,"6,105","6,204"
1156067000,서울특별시 영등포구 신길제5동,202210,"4,982","5,252"
1156068000,서울특별시 영등포구 신길제6동,202210,"9,239","9,654"
1156069000,서울특별시 영등포구 신길제7동,202210,"9,795","9,885"
1156070000,서울특별시 영등포구 대림제1동,202210,"7,046","7,111"
1156071000,서울특별시 영등포구 대림제2동,202210,"5,778","5,988"
1156072000,서울특별시 영등포구 대림제3동,202210,"10,913","10,987"
1156000000,서울특별시 서울특별시 영등포구 ,202211,"184,766","191,019"
1156051500,서울특별시 영등포구 영등포본동,202211,"10,777","10,242"
1156053500,서울특별시 영등포구 영등포동,202211,"15,332","14,338"
1156054000,서울특별시 영등포구 여의동,202211,"15,299","17,280"
1156055000,서울특별시 영등포구 당산제1동,202211,"9,919","10,427"
1156056000,서울특별시 영등포구 당산제2동,202211,"17,253","19,694"
1156058500,서울특별시 영등포구 도림동,202211,"8,961","8,764"
1156060500,서울특별시 영등포구 문래동,202211,"15,787","16,544"
1156061000,서울특별시 영등포구 양평제1동,202211,"8,927","9,427"
1156062000,서울특별시 영등포구 양평제2동,202211,"10,938","11,453"
1156063000,서울특별시 영등포구 신길제1동,202211,"9,656","9,405"
1156065000,서울특별시 영등포구 신길제3동,202211,"8,068","8,295"
1156066000,서울특별시 영등포구 신길제4동,202211,"6,112","6,227"
1156067000,서울특별시 영등포구 신길제5동,202211,"4,968","5,262"
1156068000,서울특별시 영등포구 신길제6동,202211,"9,260","9,666"
1156069000,서울특별시 영등포구 신길제7동,202211,"9,770","9,883"
1156070000,서울특별시 영등포구 대림제1동,202211,"7,046","7,115"
1156071000,서울특별시 영등포구 대림제2동,202211,"5,794","6,016"
1156072000,서울특별시 영등포구 대림제3동,202211,"10,899","10,981"
1156000000,서울특별시 서울특별시 영등포구 ,202212,"184,660","191,015"
1156051500,서울특별시 영등포구 영등포본동,202212,"10,768","10,240"
1156053500,서울특별시 영등포구 영등포동,202212,"15,334","14,394"
1156054000,서울특별시 영등포구 여의동,202212,"15,278","17,277"
1156055000,서울특별시 영등포구 당산제1동,202212,"9,930","10,443"
1156056000,서울특별시 영등포구 당산제2동,202212,"17,132","19,584"
1156058500,서울특별시 영등포구 도림동,202212,"8,918","8,753"
1156060500,서울특별시 영등포구 문래동,202212,"15,789","16,542"
1156061000,서울특별시 영등포구 양평제1동,202212,"8,929","9,465"
1156062000,서울특별시 영등포구 양평제2동,202212,"10,909","11,470"
1156063000,서울특별시 영등포구 신길제1동,202212,"9,703","9,449"
1156065000,서울특별시 영등포구 신길제3동,202212,"8,073","8,278"
1156066000,서울특별시 영등포구 신길제4동,202212,"6,099","6,205"
1156067000,서울특별시 영등포구 신길제5동,202212,"4,970","5,260"
1156068000,서울특별시 영등포구 신길제6동,202212,"9,239","9,635"
1156069000,서울특별시 영등포구 신길제7동,202212,"9,809","9,909"
1156070000,서울특별시 영등포구 대림제1동,202212,"7,043","7,115"
1156071000,서울특별시 영등포구 대림제2동,202212,"5,832","6,023"
1156072000,서울특별시 영등포구 대림제3동,202212,"10,905","10,973"
1156000000,서울특별시 서울특별시 영등포구 ,202101,"187,960","192,209"
1156051500,서울특별시 영등포구 영등포본동,202101,"10,977","10,445"
1156053500,서울특별시 영등포구 영등포동,202101,"15,177","13,155"
1156054000,서울특별시 영등포구 여의동,202101,"15,978","18,044"
1156055000,서울특별시 영등포구 당산제1동,202101,"10,194","10,563"
1156056000,서울특별시 영등포구 당산제2동,202101,"17,600","19,954"
1156058500,서울특별시 영등포구 도림동,202101,"9,145","9,060"
1156060500,서울특별시 영등포구 문래동,202101,"16,286","16,939"
1156061000,서울특별시 영등포구 양평제1동,202101,"8,599","8,845"
1156062000,서울특별시 영등포구 양평제2동,202101,"11,094","11,227"
1156063000,서울특별시 영등포구 신길제1동,202101,"8,873","8,588"
1156065000,서울특별시 영등포구 신길제3동,202101,"8,299","8,580"
1156066000,서울특별시 영등포구 신길제4동,202101,"6,103","6,152"
1156067000,서울특별시 영등포구 신길제5동,202101,"5,386","5,731"
1156068000,서울특별시 영등포구 신길제6동,202101,"9,180","9,613"
1156069000,서울특별시 영등포구 신길제7동,202101,"10,127","10,129"
1156070000,서울특별시 영등포구 대림제1동,202101,"7,370","7,489"
1156071000,서울특별시 영등포구 대림제2동,202101,"6,119","6,294"
1156072000,서울특별시 영등포구 대림제3동,202101,"11,453","11,401"
1156000000,서울특별시 서울특별시 영등포구 ,202102,"188,029","192,414"
1156051500,서울특별시 영등포구 영등포본동,202102,"10,943","10,442"
1156053500,서울특별시 영등포구 영등포동,202102,"15,283","13,294"
1156054000,서울특별시 영등포구 여의동,202102,"15,942","18,047"
1156055000,서울특별시 영등포구 당산제1동,202102,"10,167","10,536"
1156056000,서울특별시 영등포구 당산제2동,202102,"17,501","19,960"
1156058500,서울특별시 영등포구 도림동,202102,"9,147","9,013"
1156060500,서울특별시 영등포구 문래동,202102,"16,211","16,880"
1156061000,서울특별시 영등포구 양평제1동,202102,"8,622","8,875"
1156062000,서울특별시 영등포구 양평제2동,202102,"11,084","11,226"
1156063000,서울특별시 영등포구 신길제1동,202102,"8,869","8,578"
1156065000,서울특별시 영등포구 신길제3동,202102,"8,269","8,549"
1156066000,서울특별시 영등포구 신길제4동,202102,"6,158","6,195"
1156067000,서울특별시 영등포구 신길제5동,202102,"5,391","5,726"
1156068000,서울특별시 영등포구 신길제6동,202102,"9,427","9,821"
1156069000,서울특별시 영등포구 신길제7동,202102,"10,088","10,082"
1156070000,서울특별시 영등포구 대림제1동,202102,"7,397","7,516"
1156071000,서울특별시 영등포구 대림제2동,202102,"6,089","6,272"
1156072000,서울특별시 영등포구 대림제3동,202102,"11,441","11,402"
1156000000,서울특별시 서울특별시 영등포구 ,202103,"186,692","190,898"
1156051500,서울특별시 영등포구 영등포본동,202103,"10,862","10,381"
1156053500,서울특별시 영등포구 영등포동,202103,"15,194","13,248"
1156054000,서울특별시 영등포구 여의동,202103,"15,771","17,745"
1156055000,서울특별시 영등포구 당산제1동,202103,"10,123","10,470"
1156056000,서울특별시 영등포구 당산제2동,202103,"17,404","19,836"
1156058500,서울특별시 영등포구 도림동,202103,"9,074","8,913"
1156060500,서울특별시 영등포구 문래동,202103,"16,109","16,782"
1156061000,서울특별시 영등포구 양평제1동,202103,"8,554","8,843"
1156062000,서울특별시 영등포구 양평제2동,202103,"11,038","11,214"
1156063000,서울특별시 영등포구 신길제1동,202103,"8,772","8,467"
1156065000,서울특별시 영등포구 신길제3동,202103,"8,238","8,483"
1156066000,서울특별시 영등포구 신길제4동,202103,"6,123","6,160"
1156067000,서울특별시 영등포구 신길제5동,202103,"5,306","5,631"
1156068000,서울특별시 영등포구 신길제6동,202103,"9,347","9,755"
1156069000,서울특별시 영등포구 신길제7동,202103,"10,009","9,986"
1156070000,서울특별시 영등포구 대림제1동,202103,"7,335","7,459"
1156071000,서울특별시 영등포구 대림제2동,202103,"6,032","6,198"
1156072000,서울특별시 영등포구 대림제3동,202103,"11,401","11,327"
1156000000,서울특별시 서울특별시 영등포구 ,202104,"186,652","191,044"
1156051500,서울특별시 영등포구 영등포본동,202104,"10,839","10,360"
1156053500,서울특별시 영등포구 영등포동,202104,"15,209","13,337"
1156054000,서울특별시 영등포구 여의동,202104,"15,743","17,716"
1156055000,서울특별시 영등포구 당산제1동,202104,"10,103","10,434"
1156056000,서울특별시 영등포구 당산제2동,202104,"17,392","19,869"
1156058500,서울특별시 영등포구 도림동,202104,"9,050","8,904"
1156060500,서울특별시 영등포구 문래동,202104,"16,090","16,796"
1156061000,서울특별시 영등포구 양평제1동,202104,"8,697","8,994"
1156062000,서울특별시 영등포구 양평제2동,202104,"11,021","11,216"
1156063000,서울특별시 영등포구 신길제1동,202104,"8,787","8,460"
1156065000,서울특별시 영등포구 신길제3동,202104,"8,240","8,480"
1156066000,서울특별시 영등포구 신길제4동,202104,"6,117","6,171"
1156067000,서울특별시 영등포구 신길제5동,202104,"5,293","5,596"
1156068000,서울특별시 영등포구 신길제6동,202104,"9,371","9,781"
1156069000,서울특별시 영등포구 신길제7동,202104,"10,007","10,003"
1156070000,서울특별시 영등포구 대림제1동,202104,"7,310","7,445"
1156071000,서울특별시 영등포구 대림제2동,202104,"6,009","6,184"
1156072000,서울특별시 영등포구 대림제3동,202104,"11,374","11,298"
1156000000,서울특별시 서울특별시 영등포구 ,202105,"186,564","191,013"
1156051500,서울특별시 영등포구 영등포본동,202105,"10,852","10,379"
1156053500,서울특별시 영등포구 영등포동,202105,"15,233","13,365"
1156054000,서울특별시 영등포구 여의동,202105,"15,724","17,689"
1156055000,서울특별시 영등포구 당산제1동,202105,"10,097","10,415"
1156056000,서울특별시 영등포구 당산제2동,202105,"17,402","19,826"
1156058500,서울특별시 영등포구 도림동,202105,"9,046","8,884"
1156060500,서울특별시 영등포구 문래동,202105,"16,093","16,792"
1156061000,서울특별시 영등포구 양평제1동,202105,"8,780","9,100"
1156062000,서울특별시 영등포구 양평제2동,202105,"11,023","11,277"
1156063000,서울특별시 영등포구 신길제1동,202105,"8,801","8,438"
1156065000,서울특별시 영등포구 신길제3동,202105,"8,216","8,482"
1156066000,서울특별시 영등포구 신길제4동,202105,"6,095","6,175"
1156067000,서울특별시 영등포구 신길제5동,202105,"5,265","5,568"
1156068000,서울특별시 영등포구 신길제6동,202105,"9,338","9,769"
1156069000,서울특별시 영등포구 신길제7동,202105,"9,985","9,996"
1156070000,서울특별시 영등포구 대림제1동,202105,"7,283","7,434"
1156071000,서울특별시 영등포구 대림제2동,202105,"6,024","6,194"
1156072000,서울특별시 영등포구 대림제3동,202105,"11,307","11,230"
1156000000,서울특별시 서울특별시 영등포구 ,202106,"186,482","190,939"
1156051500,서울특별시 영등포구 영등포본동,202106,"10,831","10,361"
1156053500,서울특별시 영등포구 영등포동,202106,"15,214","13,433"
1156054000,서울특별시 영등포구 여의동,202106,"15,724","17,654"
1156055000,서울특별시 영등포구 당산제1동,202106,"10,061","10,414"
1156056000,서울특별시 영등포구 당산제2동,202106,"17,431","19,810"
1156058500,서울특별시 영등포구 도림동,202106,"9,027","8,869"
1156060500,서울특별시 영등포구 문래동,202106,"16,093","16,777"
1156061000,서울특별시 영등포구 양평제1동,202106,"8,823","9,151"
1156062000,서울특별시 영등포구 양평제2동,202106,"11,014","11,261"
1156063000,서울특별시 영등포구 신길제1동,202106,"8,782","8,421"
1156065000,서울특별시 영등포구 신길제3동,202106,"8,222","8,484"
1156066000,서울특별시 영등포구 신길제4동,202106,"6,109","6,175"
1156067000,서울특별시 영등포구 신길제5동,202106,"5,265","5,548"
1156068000,서울특별시 영등포구 신길제6동,202106,"9,341","9,771"
1156069000,서울특별시 영등포구 신길제7동,202106,"9,977","9,989"
1156070000,서울특별시 영등포구 대림제1동,202106,"7,270","7,408"
1156071000,서울특별시 영등포구 대림제2동,202106,"6,005","6,178"
1156072000,서울특별시 영등포구 대림제3동,202106,"11,293","11,235"
1156000000,서울특별시 서울특별시 영등포구 ,202107,"186,432","190,976"
1156051500,서울특별시 영등포구 영등포본동,202107,"10,821","10,347"
1156053500,서울특별시 영등포구 영등포동,202107,"15,279","13,531"
1156054000,서울특별시 영등포구 여의동,202107,"15,699","17,625"
1156055000,서울특별시 영등포구 당산제1동,202107,"10,031","10,377"
1156056000,서울특별시 영등포구 당산제2동,202107,"17,403","19,831"
1156058500,서울특별시 영등포구 도림동,202107,"9,027","8,849"
1156060500,서울특별시 영등포구 문래동,202107,"16,087","16,761"
1156061000,서울특별시 영등포구 양평제1동,202107,"8,863","9,204"
1156062000,서울특별시 영등포구 양평제2동,202107,"11,016","11,304"
1156063000,서울특별시 영등포구 신길제1동,202107,"8,776","8,432"
1156065000,서울특별시 영등포구 신길제3동,202107,"8,216","8,477"
1156066000,서울특별시 영등포구 신길제4동,202107,"6,122","6,184"
1156067000,서울특별시 영등포구 신길제5동,202107,"5,260","5,538"
1156068000,서울특별시 영등포구 신길제6동,202107,"9,341","9,782"
1156069000,서울특별시 영등포구 신길제7동,202107,"9,979","9,996"
1156070000,서울특별시 영등포구 대림제1동,202107,"7,275","7,383"
1156071000,서울특별시 영등포구 대림제2동,202107,"5,978","6,157"
1156072000,서울특별시 영등포구 대림제3동,202107,"11,259","11,198"
1156000000,서울특별시 서울특별시 영등포구 ,202108,"186,526","191,129"
1156051500,서울특별시 영등포구 영등포본동,202108,"10,817","10,322"
1156053500,서울특별시 영등포구 영등포동,202108,"15,410","13,686"
1156054000,서울특별시 영등포구 여의동,202108,"15,667","17,607"
1156055000,서울특별시 영등포구 당산제1동,202108,"10,033","10,340"
1156056000,서울특별시 영등포구 당산제2동,202108,"17,477","19,926"
1156058500,서울특별시 영등포구 도림동,202108,"9,007","8,866"
1156060500,서울특별시 영등포구 문래동,202108,"16,057","16,731"
1156061000,서울특별시 영등포구 양평제1동,202108,"8,870","9,238"
1156062000,서울특별시 영등포구 양평제2동,202108,"11,007","11,328"
1156063000,서울특별시 영등포구 신길제1동,202108,"8,796","8,473"
1156065000,서울특별시 영등포구 신길제3동,202108,"8,215","8,429"
1156066000,서울특별시 영등포구 신길제4동,202108,"6,118","6,193"
1156067000,서울특별시 영등포구 신길제5동,202108,"5,225","5,519"
1156068000,서울특별시 영등포구 신길제6동,202108,"9,339","9,801"
1156069000,서울특별시 영등포구 신길제7동,202108,"9,987","9,989"
1156070000,서울특별시 영등포구 대림제1동,202108,"7,257","7,352"
1156071000,서울특별시 영등포구 대림제2동,202108,"5,974","6,133"
1156072000,서울특별시 영등포구 대림제3동,202108,"11,270","11,196"
1156000000,서울특별시 서울특별시 영등포구 ,202109,"186,414","191,122"
1156051500,서울특별시 영등포구 영등포본동,202109,"10,820","10,333"
1156053500,서울특별시 영등포구 영등포동,202109,"15,466","13,760"
1156054000,서울특별시 영등포구 여의동,202109,"15,613","17,573"
1156055000,서울특별시 영등포구 당산제1동,202109,"10,001","10,332"
1156056000,서울특별시 영등포구 당산제2동,202109,"17,532","19,936"
1156058500,서울특별시 영등포구 도림동,202109,"8,972","8,838"
1156060500,서울특별시 영등포구 문래동,202109,"16,065","16,735"
1156061000,서울특별시 영등포구 양평제1동,202109,"8,858","9,240"
1156062000,서울특별시 영등포구 양평제2동,202109,"11,035","11,336"
1156063000,서울특별시 영등포구 신길제1동,202109,"8,783","8,482"
1156065000,서울특별시 영등포구 신길제3동,202109,"8,200","8,417"
1156066000,서울특별시 영등포구 신길제4동,202109,"6,116","6,193"
1156067000,서울특별시 영등포구 신길제5동,202109,"5,192","5,512"
1156068000,서울특별시 영등포구 신길제6동,202109,"9,324","9,838"
1156069000,서울특별시 영등포구 신길제7동,202109,"9,982","9,974"
1156070000,서울특별시 영등포구 대림제1동,202109,"7,255","7,339"
1156071000,서울특별시 영등포구 대림제2동,202109,"5,949","6,098"
1156072000,서울특별시 영등포구 대림제3동,202109,"11,251","11,186"
1156000000,서울특별시 서울특별시 영등포구 ,202110,"186,390","191,134"
1156051500,서울특별시 영등포구 영등포본동,202110,"10,881","10,369"
1156053500,서울특별시 영등포구 영등포동,202110,"15,458","13,798"
1156054000,서울특별시 영등포구 여의동,202110,"15,587","17,570"
1156055000,서울특별시 영등포구 당산제1동,202110,"9,993","10,354"
1156056000,서울특별시 영등포구 당산제2동,202110,"17,536","19,917"
1156058500,서울특별시 영등포구 도림동,202110,"8,967","8,808"
1156060500,서울특별시 영등포구 문래동,202110,"16,043","16,705"
1156061000,서울특별시 영등포구 양평제1동,202110,"8,857","9,262"
1156062000,서울특별시 영등포구 양평제2동,202110,"11,026","11,366"
1156063000,서울특별시 영등포구 신길제1동,202110,"8,784","8,472"
1156065000,서울특별시 영등포구 신길제3동,202110,"8,224","8,443"
1156066000,서울특별시 영등포구 신길제4동,202110,"6,115","6,193"
1156067000,서울특별시 영등포구 신길제5동,202110,"5,189","5,505"
1156068000,서울특별시 영등포구 신길제6동,202110,"9,330","9,807"
1156069000,서울특별시 영등포구 신길제7동,202110,"9,992","10,008"
1156070000,서울특별시 영등포구 대림제1동,202110,"7,256","7,326"
1156071000,서울특별시 영등포구 대림제2동,202110,"5,909","6,086"
1156072000,서울특별시 영등포구 대림제3동,202110,"11,243","11,145"
1156000000,서울특별시 서울특별시 영등포구 ,202111,"186,047","191,001"
1156051500,서울특별시 영등포구 영등포본동,202111,"10,872","10,361"
1156053500,서울특별시 영등포구 영등포동,202111,"15,405","13,866"
1156054000,서울특별시 영등포구 여의동,202111,"15,516","17,532"
1156055000,서울특별시 영등포구 당산제1동,202111,"9,982","10,353"
1156056000,서울특별시 영등포구 당산제2동,202111,"17,529","19,898"
1156058500,서울특별시 영등포구 도림동,202111,"8,952","8,794"
1156060500,서울특별시 영등포구 문래동,202111,"16,015","16,692"
1156061000,서울특별시 영등포구 양평제1동,202111,"8,853","9,271"
1156062000,서울특별시 영등포구 양평제2동,202111,"10,982","11,354"
1156063000,서울특별시 영등포구 신길제1동,202111,"8,784","8,484"
1156065000,서울특별시 영등포구 신길제3동,202111,"8,204","8,417"
1156066000,서울특별시 영등포구 신길제4동,202111,"6,134","6,202"
1156067000,서울특별시 영등포구 신길제5동,202111,"5,182","5,472"
1156068000,서울특별시 영등포구 신길제6동,202111,"9,320","9,796"
1156069000,서울특별시 영등포구 신길제7동,202111,"9,972","10,016"
1156070000,서울특별시 영등포구 대림제1동,202111,"7,243","7,313"
1156071000,서울특별시 영등포구 대림제2동,202111,"5,906","6,067"
1156072000,서울특별시 영등포구 대림제3동,202111,"11,196","11,113"
1156000000,서울특별시 서울특별시 영등포구 ,202112,"185,926","190,911"
1156051500,서울특별시 영등포구 영등포본동,202112,"10,896","10,358"
1156053500,서울특별시 영등포구 영등포동,202112,"15,347","13,886"
1156054000,서울특별시 영등포구 여의동,202112,"15,519","17,552"
1156055000,서울특별시 영등포구 당산제1동,202112,"9,948","10,352"
1156056000,서울특별시 영등포구 당산제2동,202112,"17,598","19,922"
1156058500,서울특별시 영등포구 도림동,202112,"8,946","8,784"
1156060500,서울특별시 영등포구 문래동,202112,"15,964","16,663"
1156061000,서울특별시 영등포구 양평제1동,202112,"8,884","9,313"
1156062000,서울특별시 영등포구 양평제2동,202112,"10,957","11,344"
1156063000,서울특별시 영등포구 신길제1동,202112,"8,831","8,511"
1156065000,서울특별시 영등포구 신길제3동,202112,"8,184","8,377"
1156066000,서울특별시 영등포구 신길제4동,202112,"6,126","6,198"
1156067000,서울특별시 영등포구 신길제5동,202112,"5,162","5,449"
1156068000,서울특별시 영등포구 신길제6동,202112,"9,312","9,764"
1156069000,서울특별시 영등포구 신길제7동,202112,"9,961","10,007"
1156070000,서울특별시 영등포구 대림제1동,202112,"7,233","7,292"
1156071000,서울특별시 영등포구 대림제2동,202112,"5,879","6,033"
1156072000,서울특별시 영등포구 대림제3동,202112,"11,179","11,106"
