bplc_nm,lcpmt_dt,lon,lat
신송매점,20150923,126.9265097,37.52355634
지에스25 동여의점,20151006,126.9287986,37.5201351
이마트24 도림금빛,20151014,126.8979119,37.50882251
GS25 대림제일,20151015,126.9033728,37.48574341
세븐일레븐 당산리슈빌점,20151020,126.8983925,37.52462227
세븐일레븐 당산포스빌점,20151028,126.8993159,37.53493878
훈이네슈퍼,20151120,126.9052386,37.49039208
세븐일레븐 신길정원점,20151209,126.9122295,37.50582844
유성식품,20160108,126.9302285,37.5214005
사랑방멀티숍,20160108,126.9294184,37.51871706
위드미 보라매역점,20160120,126.91999,37.50021395
한일사,20160204,126.8989225,37.49929887
대박 마트,20160205,126.9084635,37.51202897
GS25문래시티점,20160212,126.8975421,37.51474793
GS25 신길타운점,20160212,126.9149207,37.51604398
코레일유통(주) 스토리웨이,20160217,126.9020522,37.52579162
천리마대박마트,20160316,126.9000164,37.49179432
아이리스,20160316,126.901856,37.52064485
(주)코리아세븐 영등포영신점,20160318,126.9038712,37.5197625
씨유 양평경남점,20160318,126.8882175,37.52721214
GS25 당산쉐르빌,20160412,126.9005962,37.53327476
씨유 신길대신시장점,20160415,126.9164136,37.51214713
나들목식당,20160419,126.887864,37.5441844
(주)코리아세븐 양평행운점,20160419,126.8838714,37.52276511
이마트24 영등포공원점,20160420,126.9091835,37.51540552
행복두드리미(주) 버드나루점,20160429,126.9136021,37.52039293
GS25도림현대점,20160512,126.9078291,37.50976149
지에스(GS)25 영등포스타,20160517,126.9119246,37.51125894
GS25 당산NC점,20160519,126.9009913,37.53410739
(주)지앤비벤딩 영등포지점,20160527,126.8930062,37.53543852
(주)코리아세븐 여의도시범아파트점,20160530,126.9378468,37.52026177
(주)코리아세븐 문래아르디세점,20160616,126.8871546,37.52107507
GS25 영등포대신,20160622,126.9160027,37.51162076
(주)코리아세븐 문래하우스디점,20160624,126.886822,37.51604412
GS25 당산현대점,20160630,126.8961227,37.52895314
씨유 여의도KCC점,20160715,126.9212647,37.52955461
GS25 영등포 프레비뉴,20160720,126.9096725,37.50511109
이마트24영등포선유로,20160805,126.8972929,37.53477577
씨유 여의더리브점,20160818,126.9126458,37.51769002
GS25도림제일,20160822,126.9000746,37.50634675
(주)코리아세븐 영등포아트자이점,20160822,126.9001518,37.5103391
한양슈퍼,20160831,126.8905474,37.51425902
대박중국상점,20160909,126.9051325,37.49612176
엠스토아,20161007,126.9210671,37.51419
GS25 영등포역점,20161028,126.906325,37.51595579
하카 전자담배 영등포점,20161108,126.9098617,37.51778152
KC마트,20161202,126.8988003,37.50069435
씨유 영등포리더스점,20161222,126.9104283,37.51848956
지에스25 신길베스트,20161228,126.9117226,37.49710165
CU(씨유) 영등포그랑그루점,20161230,126.9032336,37.51849513
이마트24 영등포KT점,20170104,126.9051819,37.52684783
GS25 당산효성점,20170106,126.9001278,37.53281087
건강기능식품전문점,20170120,126.9038124,37.490487
씨유 CK양평점,20170131,126.8835927,37.5247718
GS25 대방역점,20170202,126.9266717,37.51381751
포스코부동산중개컨설팅,20170208,126.8844507,37.52108563
(주)코리아세븐 여의아일렉스점,20170214,126.9239895,37.52101051
창영 슈퍼,20170216,126.923002,37.51178383
당산시그몰,20170223,126.8973357,37.53571325
씨유 당산양남점,20170223,126.8917018,37.52264053
명진슈퍼,20170303,126.8973324,37.49283256
구피샵 신길점,20170314,126.9103689,37.50700069
씨유 영등포 라이프점,20170316,126.9120835,37.51745959
(주)모빌리언트,20170316,126.8961649,37.49147911
세븐일레븐 영등포 헤스티아점,20170321,126.9106517,37.51713104
(주)티시스 영등포,20170323,126.9133781,37.5210216
은미슈퍼,20170329,126.9040115,37.51480806
산은소비조합,20170405,126.9208359,37.52711788
온누리생활용품디씨 (DC) 마트,20170413,126.9044987,37.49537703
씨유 영등포도림점,20170419,126.8954863,37.50916931
"씨유 대림신동아점, 외식1018",20170426,126.8946415,37.495871
씨유 신길한아름점,20170427,126.9132379,37.4994583
구내매점,20170427,126.8932656,37.52859304
대명도매할인마트,20170510,126.9194635,37.51243634
영아마트,20170511,126.9114455,37.50685743
스모킹라이프,20170525,126.9121898,37.49920538
신길미니슈퍼,20170607,126.9068552,37.49819208
지에스(GS)25 신대림초교점,20170615,126.9055887,37.49119725
노바루스관광호텔,20170615,126.8907096,37.52164909
우리 수퍼,20170616,126.9206705,37.50951897
(주)씨유편의점양평이레빌딩점,20170627,126.8968769,37.5338258
이마트24 여의도SK점,20170629,126.9280688,37.51975005
여백할인마트,20170721,126.9269113,37.52079377
행운의 사랑방,20170728,126.8915891,37.51571947
미원슈퍼,20170728,126.9306797,37.52149468
GS25당산정고을점,20170801,126.9011948,37.53643397
신길후레쉬마트,20170803,126.9020157,37.50354452
썬마트,20170823,126.9015068,37.49040253
씨유대림신대박점,20170823,126.9011285,37.49307513
CU 여의도파인루체점,20170830,126.9304209,37.52060031
GS25신길대로점,20170905,126.9177232,37.51545695
디스트릭트 와이(DISTRICT Y),20170919,126.9280688,37.51975005
GS25 영등포그랜드,20170928,126.9202709,37.50899271
GS25 대림한신점,20170928,126.9041423,37.4934545
민속과자서울남부총판,20170929,126.9066748,37.52222127
CU 양남교보점,20171019,126.8916335,37.52113515
씨유여의트레뉴점,20171027,126.9242899,37.52294147
시가로,20171108,126.908756,37.51368959
인영이네 중국식품,20171115,126.9044276,37.50954982
GS25영등포아크로점,20171120,126.9064401,37.52357968
(주)코리아세븐 영등포아크로타워점,20171120,126.9064401,37.52357968
이마트24 구디H하우스점,20171120,126.9034471,37.48607749
GS25문래트리플렉스,20171206,126.8980378,37.51950105
형제상회,20171219,126.911571,37.49975834
GS25영등포우성점,20171226,126.9111596,37.499277
세븐일레븐 대림이가채점,20180119,126.9064773,37.49307965
씨유 영등포보성점,20180119,126.9089204,37.52494514
이마트24 신세계 영등포점,20180126,126.9055716,37.51719226
마루유통(대왕님표 여주쌀 직판),20180130,126.9198551,37.50094257
GS25 양평역길점,20180206,126.8851658,37.5239667
국회전자담배,20180213,126.9192694,37.52983373
세븐일레븐 영등포 푸르지오점,20180306,126.9023254,37.51175591
GS25 영등포센트럴점,20180312,126.9019857,37.51796996
사러가슈퍼,20180410,126.9226994,37.51552942
이마트24 신길위브점,20180410,126.9131679,37.51444205
GS25 여의도자이점,20180412,126.9251961,37.51812012
태영마트,20180413,126.9257756,37.5297939
세븐일레븐 영등포은서점,20180430,126.909285,37.51698329
CU 신길다온점,20180503,126.9031691,37.50356423
GS25신길본점,20180514,126.9079636,37.4981843
GS25교직원공제회점,20180517,126.9256525,37.52180053
GS25 영등포타운점,20180517,126.8973683,37.52349543
지에스(GS)25 당산역점,20180521,126.8999691,37.53514309
지에스25알(GS25R) 영등포8점,20180524,126.9070165,37.51817875
지에스(GS)25당산양화점,20180525,126.8996185,37.53590571
주식회사아리수만찬,20180531,126.8936861,37.5453383
굿모닝마트,20180612,126.8911595,37.54018772
제일소비자유통,20180620,126.8852191,37.51885829
씨유 신길성애점,20180626,126.9184338,37.51246297
(주)비지에프휴먼넷 여의도선착장2호점,20180704,126.938413,37.52581729
홀릭(HOLIC),20180706,126.9261806,37.52047178
고(GO)전자담배,20180706,126.8958443,37.53710495
우리동네 착한마트,20180709,126.9076004,37.53090687
씨유63빌딩점,20180716,126.9399141,37.51966761
킹스베이프,20180726,126.9302793,37.51942767
베이프로 영등포 전자담배,20180814,126.9060081,37.51596187
지에스25 양평현대점,20180817,126.8937906,37.53135514
(주)코리아세븐 여의아이비피아점,20180820,126.9199184,37.53033524
삼성마트,20180824,126.9051216,37.53484852
무림,20180831,126.9027787,37.4877112
바다마을 마트,20180911,126.9152017,37.50286426
형제유통,20180914,126.9051751,37.49630236
이마트24 신세계영등포제일점,20180917,126.9058718,37.51678056
지에스25문래영시티점,20180919,126.8999726,37.51639244
매너 전자담배,20180919,126.8969328,37.52541059
위베이프,20180919,126.8986768,37.53068893
강원 오토바이,20181015,126.9021683,37.49233692
명성슈퍼,20181106,126.8889225,37.51551424
지에스25 문래그랜드점,20181106,126.885921,37.51577433
홈플러스익스프레스서울당산점,20181213,126.9010801,37.53190968
우리할인마트,20181213,126.9030153,37.49705725
양지공인중개사사무소,20181219,126.9022045,37.48599388
이마트24 영등포메인점,20181224,126.9079676,37.51889936
씨스페이스 당산점,20181227,126.8959708,37.52082432
세븐일레븐여의서울점,20190102,126.9310534,37.52622855
지에스25(GS25)신길행복점,20190102,126.9093173,37.50698199
대원자동차,20190102,126.9033751,37.52661484
(주)GS25 여의도IFC몰점,20190108,126.92488,37.52518143
GS25 에스대림역점,20190111,126.8966099,37.49274473
지에스25 여의파이낸스점,20190114,126.924141,37.52385919
보라매전자담배,20190123,126.9178081,37.50015797
도림마트,20190123,126.8984504,37.50989076
어스공방,20190212,126.8883575,37.52463648
CU 영등포세무서점,20190218,126.8950207,37.5354033
이마트24 영등포미진점,20190219,126.9087245,37.52597053
씨유 당산현대해상점,20190304,126.8965742,37.52748865
씨유 순복음드림점,20190312,126.9245421,37.52980972
콘레드커피 영등포 양평점,20190320,126.8893618,37.52557399
문래전자담배할인점,20190327,126.8901433,37.52016607
㈜코리아세븐 선유비즈타워점,20190401,126.8918394,37.53629259
이마트24 여의나라키움점,20190407,126.9312119,37.51828276
(주)무상킹코리아,20190501,126.9090254,37.51227744
씨유 영등포신성점,20190508,126.9224524,37.51303127
이마트24 문래에이스점,20190508,126.8862806,37.51898543
라이프트레이딩(신길점),20190520,126.9083645,37.50561262
씨유 신길역점,20190524,126.9180786,37.51512682
세븐일레븐 양평동SK충전소점,20190528,126.8911582,37.52803267
㈜코리아세븐 여의백상점,20190531,126.9266039,37.52171906
미니스톱 대림선전점,20190621,126.9016454,37.48865579
한 중국식품점,20190624,126.9060589,37.5093757
지에스25 문래승호,20190626,126.8929074,37.51300166
노총마트,20190628,126.9269738,37.52195669
신한식품,20190628,126.9058038,37.52221322
지에스25 양평성원점,20190709,126.8943692,37.53431596
지에스25 양평한아름점,20190715,126.8945264,37.53823696
초원청과,20190716,126.9014071,37.5211723
주식회사 영진지오마트,20190716,126.9175829,37.51106758
씨유신길썬프라자,20190717,126.9086218,37.49646937
아이스크림 THE달달 신길점,20190723,126.909234,37.49636689
(사)한국신체장애인복지회 지에스25R영등포4점,20190725,126.9070165,37.51817875
지에스25R영등포6점,20190802,126.9070165,37.51817875
씨유 도신로점,20190830,126.915105,37.51034206
씨유 당산삼환점,20190904,126.9050799,37.52995548
씨유 도림본점,20190905,126.9028591,37.50775121
지에스25신도림타운점,20190930,126.8946684,37.50633239
(주)코리아세븐 양평미소점,20191017,126.8850703,37.52658782
(주)코리아세븐 문래SK점,20191025,126.8872038,37.51775969
씨유 영등포에이스점,20191105,126.8975421,37.51474793
이마트24 당산온누리점,20191125,126.9003994,37.5220009
지에스(GS25)도림로점,20191126,126.8967973,37.49307987
GS25 당산공원점,20191202,126.8949537,37.52536508
세천환전소,20191210,126.9086852,37.51311227
(주)코리아세븐 오목교투웨니점,20191213,126.8839473,37.52450484
씨유 당산하늘점,20191219,126.9092664,37.52604761
(주)코리아세븐 양평까뮤스퀘어점,20191227,126.8893679,37.54120709
씨유 보라매뷰,20191227,126.9187293,37.5013738
지에스(GS)25 대림파밀리에점,20191231,126.9032804,37.49516751
세명유압,20200113,126.9103201,37.52594019
씨유 신길대박점,20200117,126.9088757,37.50857276
지에스25영등포호수점,20200128,126.904094,37.50218519
지에스25 대림춘혜점,20200212,126.8971908,37.50016576
씨유 영등포아크로타워점,20200304,126.9064401,37.52357968
지에스(GS)25도림행복점,20200311,126.9051665,37.50929536
지에스25(GS25) 대림밸리소홈점,20200320,126.9001951,37.48654287
지에스(GS)25 대림나누리점,20200330,126.8960152,37.49628029
신서울낚시,20200408,126.8960108,37.521951
한스코퍼레이션,20200409,126.9115639,37.5080479
투데이마트,20200413,126.9014355,37.5060981
지에스25 여의태흥점,20200508,126.9168992,37.5278748
지에스25대림승리점,20200511,126.8998597,37.49631611
씨유 영등포삼환점,20200518,126.9192042,37.50845135
(주)코리아세븐 롯데뉴스테이문래점,20200519,126.8848306,37.51835906
지에스(GS)25신길영신점,20200519,126.9190743,37.51039642
지에스25여의아일렉스,20200527,126.9307732,37.51890052
(주)코리아세븐 신길미소점,20200604,126.9154258,37.49831603
에이치디여의도주유소점,20200612,126.9274761,37.51768128
이마트24 대림차이나점,20200612,126.8981848,37.49022747
미니스톱 한강양화1점,20200624,126.904381,37.53830166
씨유 당산삼성2차점,20200624,126.8978125,37.52790567
씨유 문래라이프,20200703,126.8919578,37.51296574
씨유 영등포자매점,20200708,126.9048124,37.52503331
씨유 신길센터점,20200709,126.9218813,37.51026887
지에스25신길대성점,20200709,126.9142875,37.50508146
미니스톱 한강양화2점,20200716,126.8967953,37.54244798
지에스(GS)25 양평양산점,20200720,126.8885238,37.52639508
이마트24 대림점,20200724,126.8989075,37.48875648
씨유당산센트럴아이파크점,20200806,126.9027751,37.53051078
중앙슈퍼,20200812,126.9125789,37.50591274
현마트,20200820,126.8953882,37.49585095
이마트24 당산점,20200820,126.8974478,37.52963227
우리 농산물 할인마트,20200820,126.9037221,37.48892735
씨유 여의아일랜드점,20200831,126.9187725,37.52584658
(주)코리아세븐 장훈고점,20200901,126.916266,37.51296573
(사)한국방송공사공제회,20200908,126.9167117,37.52597188
지에스25 문래동국점,20200910,126.8899098,37.52065044
씨유 신길우리점,20200922,126.904742,37.49730752
SK에너지 주식회사,20200924,126.8986733,37.5363204
씨유 당산대박점,20201007,126.9069917,37.52997317
지에스25 양평한신,20201007,126.8932339,37.53917096
지에스25(GS25) 도신초교점,20201014,126.900884,37.49973159
씨유(CU) 대림지성점,20201016,126.9054046,37.49452041
씨유 강남성심병원점,20201104,126.9081493,37.4916354
씨유 신길센트럴점,20201104,126.9082908,37.5036837
씨유 영등포대림점,20201117,126.8964718,37.50137546
(주)아워홈 KB국민은행신관점,20201125,126.9272827,37.51934646
이마트24 쌍용시티점,20201204,126.8946967,37.50901776
GS25 양평본점,20201230,126.8904031,37.54236113
킹콩해피하우스,20210105,126.8993711,37.49415807
(주) 영우 롯데 영등포점,20210115,126.9076639,37.51567082
대림중앙할인마트,20210120,126.8977189,37.49500769
신길할인마트,20210121,126.9180572,37.49856539
이마트24 신길힐스테이트점,20210122,126.9110334,37.5032945
대박로또,20210126,126.9106458,37.51987016
지에스(GS)25 여의포스트타워점,20210205,126.9262222,37.52230127
지에스25 영등포행운점,20210209,126.9205461,37.51266248
지에스25 신길중학교점,20210218,126.9168327,37.50113118
지에스25 엔비어스파크점,20210219,126.9108909,37.52481013
레솔베르 현대백화점 여의도점,20210224,126.929111,37.52519279
(주)이마트24 현대카드1관점,20210224,126.9181369,37.52912957
(주)이마트24 self현대카드3관점,20210224,126.9175437,37.52711482
넥서스 휴게실,20210305,126.9280462,37.52291251
씨유 영등포아델포레점,20210310,126.9081057,37.49541038
더몬스터 전자담배,20210312,126.9081729,37.52733502
지에스25 여의KTB,20210325,126.9237125,37.52454909
지에스(GS)25 여의파크원점,20210329,126.929111,37.52519279
지에스25(GS25)S9 국회의사당역,20210329,126.9178807,37.528064
기흥할인마트,20210330,126.8977047,37.49134931
씨유(CU) 여의광복회관점,20210405,126.9169332,37.5270822
정윤중국식품,20210405,126.9030838,37.48849794
제이에스편의점,20210409,126.9309282,37.51913619
(주)아크로리마트 당산동 지점,20210414,126.9022154,37.53319069
씨유 영등포 ARMY점,20210416,126.922301,37.50624502
(주)세븐일레븐 신길한성점,20210426,126.9206825,37.50396863
지에스(GS)25 여의쌍마점,20210430,126.9277319,37.5243243
지에스(GS)25 S9 선유도역점,20210503,126.8934191,37.53812749
씨유도림이슬점,20210506,126.9037283,37.5094172
셀립여의 에프앤비,20210520,126.9216036,37.5138525
이마트24R영등포아자점,20210602,126.9061782,37.519036
GS25 뉴영등포샛강,20210602,126.9121926,37.51929872
(주)코리아세븐 당산현대점,20210625,126.9078834,37.52779188
지에스25 양평보보점,20210701,126.8871639,37.5257876
지에스(GS)25 S9 당산역점,20210708,126.9021734,37.53373994
지에스25트윈타워점,20210713,126.9292971,37.52800573
지에스(GS)25 영등포평화점,20210716,126.9151599,37.49715124
세븐일레븐 문래창작촌점,20210716,126.8947622,37.51532568
씨유 당산타운점,20210731,126.9075045,37.52739192
씨유 당산사랑점,20210810,126.8982254,37.52290874
롯데쇼핑(주)롯데마트 서울양평점,20210824,126.891572,37.52606327
정원마켓 주식회사,20210826,126.907781,37.49596604
(주)벙커24 양평점,20210831,126.8835335,37.52038317
지에스25 타임스퀘어점,20210909,126.903931,37.51722212
롯데쇼핑 (주) VIC마켓 영등포점,20210928,126.9046812,37.52781632
지에스25영등포리드점,20210928,126.8936049,37.52400091
세븐일레븐 영등포중흥점,20211003,126.8860884,37.5235519
대림인성점 세븐일레븐,20211006,126.898814,37.49513502
지에스25 여의한화점,20211015,126.9229053,37.52403716
(주)대하식자재마트,20211020,126.8950019,37.52055397
지에스(GS)25 여의수정점,20211020,126.9312075,37.52256269
지에스(GS)25 여의도현대점,20211111,126.9267966,37.52485644
행복한 컨설팅,20211124,126.8938584,37.52521969
지에스(GS)25 대림그랜드,20211210,126.8986288,37.49850321
GS 25 양평지산,20211228,126.8893611,37.52409628
씨유 영등포리드원점,20220107,126.8931264,37.52499658
(주)코리아세븐 신길아너스점,20220107,126.9089753,37.49471559
CU 여의파크원점,20220117,126.929111,37.52519279
CU 대림점,20220125,126.9008342,37.48999983
CU 영등포대방역점,20170616,126.925825,37.5137017
CU 여의중앙점,20220225,126.9291403,37.52075992
CU 양평플라워점,20220322,126.8940964,37.53056508
한국필립모리스(주) 아이코스스토어 IFC몰,20220324,126.92488,37.52518143
CU영등포자이르네점,20220325,126.905206,37.48797697
GS25 영등포현대점,20220414,126.902362,37.52085679
CU 영등포원룸점,20220415,126.9095376,37.52217563
GS25 S당산역 1호점,20220418,126.9021734,37.53373994
GS25 S당산역 2호점,20220418,126.9021734,37.53373994
GS25 대림도신로점,20220421,126.8970695,37.50457074
CU 보라매SK뷰점,20220506,126.9175077,37.50373238
(주)GS25 여의타워,20220506,126.9386281,37.51941279
GS25 양평골드점,20220511,126.8917465,37.54028332
CU 국회대로오피스점,20220523,126.9068822,37.52507049
(주)코리아세븐 여의IFC점,20220526,126.9268335,37.52464954
GS25 S보라매역점,20220602,126.9188714,37.50014066
GS25영등포청하점,20220607,126.8982865,37.507961
GS25 여의월드점,20220614,126.9328788,37.51800047
CU 영신점,20220628,126.9066517,37.5199234
(주)네그리고 이마트24 문래삼환점,20220630,126.8899135,37.51352323
(주)코리아세븐 대림88타워점,20220704,126.8980597,37.49336195
GS25 당산금호점,20220708,126.9000574,37.52835006
(주)코리아세븐 신길우성점,20220713,126.9098924,37.49853548
CU 양평뉴타워점,20220721,126.8955015,37.53656113
GS25 당산삼환점,20220721,126.9048813,37.53038614
마트와,20220721,126.9078686,37.52958481
CU 여의국회정문점,20220725,126.916441,37.52826706
(주)네그리고 이마트24 영등포우체국점,20220727,126.894823,37.53039167
CU 양평파스텔점,20220728,126.8920132,37.5314286
GS25 여의파크,20220824,126.919131,37.52530923
GS25 영등포더샵,20220825,126.916867,37.50737575
선흥부동산중개인,20220826,126.8979094,37.53670974
CU BNK금융타워점,20220829,126.924836,37.52430702
세븐일레븐 여의홍우점,20220831,126.9312995,37.52086955
GS더프레시 선유도역점,20220902,126.8950689,37.53751219
세븐일레븐 영등포메인점,20220902,126.909243,37.51754154
CU 당산한강점,20220902,126.9033781,37.52795742
CU 양평SK엔카점,20220907,126.8925075,37.53396516
세븐일레븐 대림성심병원점,20220914,126.9082192,37.49305069
CU 도림소나무점,20220927,126.9005165,37.51169405
하트오브유니버스,20221013,126.8860786,37.515064
이마트24 영등포푸른숲마을점,20221019,126.9182919,37.50818171
봉이네마트,20221025,126.9015505,37.49360166
CU대림디지털점,20221027,126.90368,37.49258521
세븐일레븐 당산스타일점,20221101,126.8944256,37.52742353
세븐일레븐 여의진주점,20221114,126.9335631,37.5184031
GS25 당산하나점,20221114,126.8931922,37.52206882
(주)코리아세븐 양평우림점,20221114,126.8915668,37.53865977
GS25 대림유진,20221117,126.8995053,37.50274628
복권판매점,20221122,126.9075453,37.51838186
(주)코리아세븐 신길가마산로점,20221128,126.9098031,37.50779741
코레일유통(주) 신길역맞이방 스토리웨이,20221130,126.9172254,37.51702922
CU 영등포으뜸점,20221202,126.8978485,37.52623007
GS25 신길하늘점,20221207,126.9187216,37.51368202
이마트24 영등포구청점,20221209,126.895218,37.52662
GS25 성애병원,20221226,126.9217185,37.51215057
(주)코리아세븐 대림중앙점,20230103,126.8972802,37.50254535
(주)세븐일레븐 대림두암점,20230104,126.8968819,37.4950179
이마트24 당산포레나점,20230105,126.8972681,37.52261148
원트 신풍역,20230109,126.9083058,37.49953903
CU 여의트라이포드점,20230117,126.9132686,37.51842559
이마트24 신길뉴타운점,20230213,126.9097071,37.50350754
CU 선유도역점,20230221,126.8946616,37.53980603
뉴파워마트,20230309,126.9012203,37.50148274
GS25 양평삼호점,20230309,126.8929068,37.52837343
이마트24 여의콤비점,20230310,126.938781,37.51899968
GS25 여의더하우스,20230315,126.9181064,37.52653429
팔팔꽃차돌 대림역점,20230320,126.9003235,37.49476162
이마트24 한강여의도4호점,20230321,126.9232229,37.5318611
이마트24 한강여의도3호점,20230321,126.9276858,37.53071229
(주)코리아세븐 도림에코빌점,20230324,126.8992844,37.50855597
이마트24 한강양화3호점,20230328,126.8915176,37.54504767
(주)코리아세븐 양평우림센터점,20230331,126.8879449,37.52575891
여의도한강1호점,20230404,126.940035,37.5231197
여의도한강2호점,20230404,126.9326311,37.52825213
이마트24 여의도파크점,20230418,126.9187465,37.52608061
금강슈퍼,20230419,126.9039836,37.48960556
CU 영등포문래S타워점,20230424,126.8999726,37.51639244
GS25 신길파크자이,20230426,126.9134677,37.50233475
GS25 당산뷰티풀,20230501,126.9034981,37.53522993
대흥할인마트,20230501,126.8840639,37.52351479
CU 영등포센터점,20230503,126.921972,37.50868385
지에스25 신길경찰학원점,20230511,126.9237232,37.51276352
이마트24 양평비즈타워점,20230511,126.8852101,37.52327331
CU 여의리첸시아점,20230516,126.9396134,37.51852959
CU 명지성모병원점,20230516,126.8991116,37.49334471
CU 에이스중앙점,20230522,126.8913785,37.52537667
CU 영등포디벨리움점,20230531,126.8987999,37.52384216
GS25 신풍래미안 1호,20230601,126.9114835,37.5003342
CU 영등포NH오피스점,20230607,126.8941633,37.52065425
상한가 전자담배,20230613,126.9309282,37.51913619
이편한 보라 공인중개사사무소,20230615,126.9058227,37.4960921
이마트24 영등포포레나점,20230627,126.8950584,37.52209528
도시상회,20230628,126.8908831,37.53898674
현대그린마트,20230706,126.9142611,37.49986416
세븐일레븐 신길클래시안점,20230706,126.9110334,37.5032945
아라호점,20230711,126.9350834,37.52845445
GS THE FRESH 문래점,20230711,126.8856797,37.52135852
씨유 영등포공군호텔점,20230713,126.9229356,37.51089119
중소기업중앙회노동조합,20230720,126.9226532,37.52819768
세븐일레븐 금융감독원점,20230728,126.9214256,37.52308658
(주)이마트24 영등포BSD센터 CFF점,20230808,126.9056792,37.52377988
GS25 당산메인,20230809,126.9064104,37.52716555
베이프스트릿,20230824,126.9072004,37.5296327
주식회사 지에스25 영등포도림,20230901,126.896569,37.50861176
GS25 문래신안점,20230907,126.8889389,37.51440611
한중마트,20230908,126.9049199,37.50604031
이마트24 대림제일점,20230915,126.896875,37.49394559
GS25 생각공장당산,20231006,126.8975468,37.52058673
CU 선유도한강점,20231010,126.8965679,37.53867952
아이지에이 한성마트점,20231012,126.9229199,37.50725983
GS25 신길센트럴점,20231012,126.9027731,37.50511936
(주)코리아세븐 영등포구청본점,20231013,126.8969132,37.52597807
CU 영등포아이비밸리점,20231023,126.9021346,37.52247655
씨유 대림행복점,20231026,126.899205,37.50008541
씨유 대림희망점,20231031,126.9004822,37.48701409
GS25 여의순복음,20231106,126.9222316,37.5299779
여의도 마녀주스,20231109,126.9269113,37.52079377
삼보식품문구,20231115,126.9204204,37.52847466
GS25 당산미래,20231115,126.8930417,37.52153579
황금피싱,20231121,126.8970152,37.49748801
이마트24 양평루아점,20231122,126.8898093,37.54349087
씨유 영등포대성점,20231122,126.9031017,37.50121187
GS25 강서타워,20231205,126.8890364,37.52081344
CU 여의동산점,20231205,126.9343173,37.52105898
지에스25 문래공원점,20231214,126.8938363,37.51444301
지에스25 브라이튼여의도1호,20231214,126.9293041,37.52434756
CU 영등포달빛점,20231220,126.9072565,37.51412627
남산슈퍼,20240117,126.8975468,37.52058673
이아루,20240126,126.8928099,37.52344383
이마트24 양평선유도,20240126,126.8886028,37.54320021
GS25 문래현대점,20240126,126.8905656,37.51990873
GS25 영등포유윈시티점,20240201,126.904185,37.52538792
동근이네,20240201,126.9120995,37.52103688
지에스(GS)25 우신초교점,20240202,126.9132632,37.51020801
지에스(GS)25 대림으뜸점,20240202,126.8982806,37.49449031
(주)후니드 한국수출입은행마트,20240208,126.9234049,37.52863703
GS25 여의캐피탈점,20240208,126.9284009,37.51946473
세븐일레븐 영신로점,20240222,126.9026422,37.52180548
