ocrn_dt,dsp_rqr_tm,spt_frstt_dist,spt_sf_cntr_dist,dth_cnt,injpsn_cnt,emd_nm,ign_htsrc_nm,fc_plc_lclas_nm,fc_plc_mclas_nm,fc_plc_sclas_nm,lon,lat
2023-11-24 12:18,0:02:37,3.2,0.7,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,의료/복지시설,노유자시설,어린이집,126.9222371,37.50600453
2022-11-05 2:18,0:04:02,3.5,0.5,0,0,신길동,담배꽁초,주거,단독주택,다가구주택,126.9211358,37.50714556
2021-07-14 22:13,0:02:48,3.6,0.3,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9219722,37.50807595
2023-02-04 16:19,0:04:50,3.0,0.2,0,0,신길동,미상,주거,단독주택,다중주택,126.9213607,37.5090553
2023-12-29 18:26,0:03:13,2.8,0.5,0,0,신길동,담배꽁초,기타,야외,쓰레기,126.9229811,37.51043319
2022-03-02 18:31,0:03:27,2.7,0.7,0,0,신길동,불씨/불꽃/화원방치,생활서비스,음식점,커피숍/다방/카페,126.9220815,37.51112115
2021-05-18 23:28,0:03:11,2.5,0.8,0,0,신길동,절연열화에 의한 단락,교육시설,연구/학원,일반학원,126.9236409,37.51248502
2022-04-14 23:01,0:04:48,2.8,0.4,0,0,신길동,방화,생활서비스,음식점,한식,126.9222547,37.51353397
2021-03-15 21:05,0:00:39,3.1,1.0,0,0,신길동,담배꽁초,주거,공동주택,아파트,126.9117177,37.4971007
2023-11-20 22:57,0:03:31,2.9,0.9,0,0,신길동,음식물 조리중,주거,공동주택,아파트,126.9117177,37.4971007
2023-10-31 1:15,0:03:16,2.5,1.0,0,0,신길동,음식물 조리중,주거,공동주택,아파트,126.908905,37.49714082
2023-11-29 20:58,0:01:28,3.0,0.6,0,0,신길동,담배꽁초,기타,야외,기타야외,126.9092561,37.49908519
2023-10-06 20:36,0:02:12,3.0,0.6,0,0,신길동,절연열화에 의한 단락,생활서비스,음식점,한식,126.909649,37.49909901
2023-06-16 17:22,0:02:47,3.5,1.0,0,0,신길동,담배꽁초,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.9118397,37.4992414
2022-03-23 20:17,0:03:09,3.5,0.9,0,0,신길동,접촉불량에 의한 단락,생활서비스,음식점,한식,126.9121123,37.49991114
2022-10-30 9:22,0:04:30,3.1,1.8,0,0,신길동,접촉불량에 의한 단락,자동차/철도차량,자동차,화물자동차,126.9115445,37.50041961
2023-02-14 13:50,0:03:04,3.0,1.0,0,1,신길동,미확인단락,주거,공동주택,아파트,126.9115445,37.50041961
2021-03-07 9:01,0:02:38,3.2,2.0,0,0,신길동,자연발화,생활서비스,음식점,치킨/족발,126.9115445,37.50041961
2022-11-27 23:47,0:02:56,4.2,2.1,0,0,신길동,절연열화에 의한 단락,생활서비스,음식점,한식,126.9154418,37.49698251
2022-05-16 16:37,0:05:00,3.0,1.5,0,0,신길동,과부하/과전류,집합시설,종교시설,수도원,126.9131524,37.49736053
2021-02-19 12:15,0:03:06,3.8,1.5,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,주거,공동주택,다세대주택,126.9184511,37.49824522
2023-05-16 11:19,0:02:29,3.7,1.8,0,0,신길동,반단선,판매/업무시설,판매시설,상가빌딩,126.9200511,37.49892288
2021-12-02 20:34,0:03:57,2.7,1.1,0,0,신길동,설계상결함,주거,공동주택,연립주택,126.9135742,37.49919052
2023-08-23 17:48,0:03:46,3.2,1.5,0,0,신길동,음식물 조리중,주거,단독주택,다중주택,126.9175004,37.49924468
2023-03-18 15:59,0:03:37,1.2,0.6,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다중주택,126.9170685,37.49970533
2023-08-21 8:56,0:03:22,3.5,1.6,0,0,신길동,기타(전기적요인),자동차/철도차량,자동차,승용자동차,126.9197559,37.49972296
2021-02-25 20:11,0:02:35,4.0,1.7,0,0,신길동,가연물 근접방치,생활서비스,음식점,한식,126.9202418,37.50062528
2021-06-04 13:37,0:02:36,3.0,1.3,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,집합시설,종교시설,교회,126.9161913,37.50068834
2022-11-22 18:49,0:03:26,3.2,1.4,0,0,신길동,가연물 근접방치,주거,단독주택,다중주택,126.9193696,37.50096158
2023-08-10 20:17,0:03:51,3.2,1.9,0,0,신길동,트래킹에 의한 단락,주거,단독주택,단독주택,126.9190502,37.5010693
2023-09-27 23:15,0:03:29,3.3,1.0,0,0,신길동,절연열화에 의한 단락,생활서비스,일상서비스,일반상점,126.9210327,37.50259992
2022-02-01 18:22,0:01:17,3.2,1.1,0,0,신길동,미확인단락,주거,기타주택,기타 주택,126.9209219,37.5026466
2022-09-14 12:42,0:05:00,2.8,1.5,0,0,신길동,담배꽁초,기타,야외,쓰레기,126.9157937,37.5027501
2021-12-17 12:08,0:05:20,2.1,1.3,0,0,신길동,트래킹에 의한 단락,교육시설,학교,초등학교,126.9190202,37.50290012
2021-01-10 12:36,0:02:57,3.2,1.2,0,0,신길동,기타(전기적요인),판매/업무시설,일반업무,일반회사,126.9210763,37.50302486
2023-03-25 16:30,0:04:32,2.9,1.1,0,0,신길동,불씨/불꽃/화원방치,주거,공동주택,아파트,126.9175044,37.50373971
2022-08-08 22:05,0:04:12,3.1,2.2,0,0,신길동,과부하/과전류,의료/복지시설,의료시설,한의원,126.9210088,37.50393843
2023-09-29 16:09,0:04:27,4.4,1.1,0,0,신길동,교통사고,자동차/철도차량,자동차,승용자동차,126.9172696,37.5049393
2022-05-17 9:13,0:04:48,3.5,1.0,0,0,신길동,트래킹에 의한 단락,의료/복지시설,노유자시설,유치원,126.909256,37.50164288
2023-04-18 23:48,0:02:35,2.6,1.0,0,0,신길동,불씨/불꽃/화원방치,생활서비스,음식점,한식,126.9124361,37.50218174
2023-03-26 19:53,0:00:41,3.6,0.8,0,1,신길동,음식물 조리중,주거,공동주택,아파트,126.9124361,37.50218174
2022-09-30 21:35,0:04:57,3.0,1.2,0,0,신길동,기타(부주의),자동차/철도차량,자동차,화물자동차,126.9109858,37.50331925
2021-11-09 7:06,0:02:40,2.9,2.2,0,0,신길동,유류 취급중,주거,공동주택,아파트,126.9109858,37.50331925
2023-11-02 0:19,0:03:48,2.6,1.3,0,0,신길동,자동제어 실패,주거,공동주택,아파트,126.909712,37.50351858
2021-08-13 10:45,0:04:46,2.6,2.6,0,0,신길동,자동제어 실패,자동차/철도차량,자동차,승용자동차,126.9095271,37.50498194
2021-10-14 15:57,0:02:24,2.4,1.5,0,0,신길동,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.9110691,37.5054147
2022-02-28 18:38,0:04:59,3.8,1.4,0,0,신길동,미상,판매/업무시설,일반업무,오피스텔,126.911479,37.50544122
2022-05-22 0:48,0:01:34,2.3,1.5,0,0,신길동,과열/ 과부하,자동차/철도차량,자동차,승용자동차,126.9127316,37.50562262
2021-07-16 10:03,0:05:47,2.4,1.7,0,0,신길동,용접/ 절단/ 연마,주거,단독주택,다중주택,126.9132111,37.50542115
2021-04-06 19:24,0:04:23,3.4,3.2,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9135613,37.5063216
2023-09-29 7:59,0:03:51,2.9,0.7,0,0,신길동,음식물 조리중,주거,공동주택,아파트,126.920787,37.50662535
2023-01-03 20:35,0:04:04,3.2,0.7,0,0,신길동,트래킹에 의한 단락,주거,공동주택,아파트,126.920787,37.50662535
2021-02-26 1:03,0:04:27,2.5,1.5,0,0,신길동,트래킹에 의한 단락,주거,공동주택,아파트,126.9137354,37.50731887
2023-03-26 20:17,0:04:03,1.8,1.2,0,0,신길동,기타(부주의),기타,야외,쓰레기,126.9137354,37.50731887
2022-11-12 13:21,0:03:01,2.8,0.8,0,0,신길동,미상,주거,공동주택,아파트,126.9169991,37.50745348
2023-03-19 14:46,0:04:00,3.1,0.8,0,0,신길동,가연물 근접방치,주거,공동주택,아파트,126.9169991,37.50745348
2023-08-12 14:55,0:05:13,2.9,0.5,0,0,신길동,접촉불량에 의한 단락,주거,공동주택,아파트,126.9192073,37.50844891
2023-03-24 6:01,0:00:19,1.8,0.4,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9202696,37.50899438
2022-12-24 15:37,0:03:15,2.4,2.4,0,0,신길동,절연열화에 의한 단락,생활서비스,음식점,한식,126.9088727,37.50623627
2021-03-05 12:14,0:04:36,2.3,2.3,0,0,신길동,음식물 조리중,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.9088727,37.50623627
2022-09-30 19:00,0:05:00,1.7,1.7,0,1,신길동,담배꽁초,주거,단독주택,단독주택,126.9090226,37.50679645
2022-12-17 12:19,0:03:58,2.0,2.0,0,0,신길동,오일/연료누설,판매/업무시설,판매시설,상가빌딩,126.9112027,37.50704489
2023-12-25 10:39,0:04:00,2.1,2.1,0,0,신길동,음식물 조리중,생활서비스,음식점,치킨/족발,126.9107483,37.50705834
2021-11-06 2:50,0:04:25,2.0,2.0,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,음식점,커피숍/다방/카페,126.9107397,37.50722484
2023-06-15 5:57,0:05:10,1.5,1.4,0,1,신길동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다가구주택,126.9115345,37.50794489
2022-11-22 13:04,0:08:23,2.2,1.6,0,0,신길동,절연열화에 의한 단락,주거,단독주택,단독주택,126.9128126,37.50835084
2023-11-23 1:01,0:04:00,2.2,1.1,0,0,신길동,담배꽁초,주거,단독주택,다가구주택,126.9124858,37.50862297
2023-02-23 12:08,0:03:39,2.1,1.3,0,0,신길동,방화의심,주거,단독주택,다중주택,126.9127414,37.50863974
2022-07-01 8:05,0:02:15,2.5,2.5,0,0,신길동,과부하/과전류,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.9209523,37.50946471
2023-09-24 10:32,0:04:01,2.0,1.0,0,0,신길동,음식물 조리중,주거,단독주택,단독주택,126.9134521,37.51004438
2021-02-27 14:37,0:01:12,2.8,0.9,0,0,신길동,미상,주거,공동주택,다세대주택,126.9188099,37.51014856
2022-09-25 1:09,0:03:31,1.2,0.7,0,0,신길동,음식물 조리중,판매/업무시설,판매시설,기타 판매시설,126.9169602,37.5102444
2023-09-17 9:12,0:03:55,4.0,0.5,0,0,신길동,음식물 조리중,주거,단독주택,단독주택,126.9206012,37.51045297
2023-04-12 0:43,0:04:38,2.2,1.1,0,0,신길동,음식물 조리중,주거,단독주택,단독주택,126.9156283,37.51055124
2023-10-31 22:19,0:03:29,2.8,0.5,0,0,신길동,담배꽁초,주거,단독주택,다가구주택,126.9208286,37.51055827
2023-04-22 11:52,0:03:51,1.9,1.0,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9129394,37.51066138
2022-02-18 22:55,0:04:21,1.9,1.8,0,0,신길동,방화,자동차/철도차량,자동차,특수자동차,126.9135272,37.51082399
2023-03-24 11:33,0:05:00,3.0,0.3,0,0,신길동,담배꽁초,기타,야외,쓰레기,126.9208761,37.51090996
2023-11-28 4:02,0:04:43,2.2,2.0,0,0,신길동,음식물 조리중,주거,공동주택,다세대주택,126.909656,37.50897043
2022-07-14 20:40,0:03:52,1.8,1.8,0,0,신길동,담배꽁초,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.910119,37.50930749
2021-07-30 12:13,0:04:27,1.9,1.2,0,0,신길동,담배꽁초,주거,공동주택,다세대주택,126.9128448,37.51039019
2022-05-08 16:21,0:03:25,1.8,1.8,0,2,신길동,가연물 근접방치,주거,단독주택,단독주택,126.912245,37.51040975
2021-09-19 13:21,0:03:47,2.5,1.1,0,0,신길동,절연열화에 의한 단락,기타,야외,기타야외,126.9126047,37.51041002
2022-04-05 12:09,0:03:57,1.8,1.8,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,음식점,일반주점,126.9115505,37.51055412
2023-05-07 22:27,0:04:02,1.9,1.3,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다가구주택,126.9124142,37.5106126
2021-09-23 0:03,0:03:27,1.0,1.0,0,0,도림동,절연열화에 의한 단락,판매/업무시설,일반업무,일반빌딩,126.9097481,37.51136095
2023-11-06 10:40,0:03:34,1.6,1.1,0,0,신길동,음식물 조리중,주거,공동주택,다세대주택,126.9123765,37.51172198
2023-12-23 3:21,0:04:55,1.4,1.4,0,0,도림동,불씨/불꽃/화원방치,판매/업무시설,판매시설,상가빌딩,126.9092642,37.5122132
2022-09-08 6:54,0:04:57,2.8,0.5,0,0,신길동,기타(기계적요인),주거,단독주택,다가구주택,126.9205632,37.5109166
2022-09-16 22:13,0:04:56,2.0,0.2,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9210519,37.51114218
2023-07-01 21:54,0:04:05,2.3,0.8,0,0,신길동,절연열화에 의한 단락,판매/업무시설,판매시설,시장,126.9175856,37.51115621
2023-01-08 9:53,0:03:25,2.3,1.0,0,0,신길동,빨래삶기,판매/업무시설,일반업무,오피스텔,126.9169112,37.51120601
2023-01-14 15:49,0:04:20,2.2,0.7,0,0,신길동,기타(부주의),자동차/철도차량,자동차,화물자동차,126.918369,37.5112109
2021-05-30 15:30,0:02:55,2.5,1.0,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,일상서비스,고시원(원룸텔),126.9168012,37.51142317
2021-08-31 13:38,0:02:28,2.4,0.5,0,0,신길동,미확인단락,주거,공동주택,다세대주택,126.9186504,37.51162628
2023-03-17 3:42,0:03:35,2.3,0.7,0,1,신길동,층간단락,생활서비스,일상서비스,기타 일상서비스,126.9174171,37.51229856
2023-05-14 15:38,0:05:00,2.0,1.2,0,0,신길동,담배꽁초,기타,야외,기타야외,126.9155196,37.51230578
2023-04-04 20:08,0:01:52,2.0,0.4,0,0,신길동,가연물 근접방치,주거,단독주택,단독주택,126.9205602,37.51237271
2021-04-10 13:52,0:03:52,5.0,1.8,0,0,대림동,담배꽁초,기타,도로,기타도로,126.9022031,37.48599451
2022-08-25 0:35,0:04:22,5.1,2.2,0,1,대림동,가연물 근접방치,주거,공동주택,기타 공동주택,126.9005633,37.48689875
2022-10-29 10:41,0:07:21,4.9,2.6,0,0,대림동,제조상결함,주거,공동주택,아파트,126.8996873,37.48767567
2023-08-19 20:37,0:03:58,5.0,2.8,0,0,대림동,음식물 조리중,주거,공동주택,아파트,126.8996873,37.48767567
2021-03-17 1:10,0:03:26,5.6,1.9,0,0,대림동,음식물 조리중,생활서비스,위락시설,기타 위락시설,126.9006532,37.48801012
2022-08-16 9:54,0:04:34,4.4,2.0,0,0,대림동,음식물 조리중,주거,단독주택,다가구주택,126.90213,37.48888912
2021-08-31 23:38,0:03:13,4.4,1.9,0,0,대림동,음식물 조리중,생활서비스,음식점,중식,126.8999386,37.48968549
2023-10-01 8:22,0:02:35,4.0,1.5,0,1,대림동,절연열화에 의한 단락,생활서비스,일상서비스,기타 일상서비스,126.900148,37.48984992
2021-02-02 11:21,0:02:36,4.2,1.2,0,0,대림동,음식물 조리중,주거,공동주택,기타 공동주택,126.9016736,37.49024286
2023-04-28 19:42,0:03:11,4.2,1.7,0,0,대림동,접촉불량에 의한 단락,생활서비스,음식점,중식,126.9014294,37.49094031
2023-06-05 18:35,0:04:22,4.9,2.1,0,0,대림동,음식물 조리중,주거,단독주택,단독주택,126.903344,37.48794893
2021-02-06 2:30,0:04:49,4.5,2.1,0,0,대림동,가연물 근접방치,주거,단독주택,단독주택,126.9039916,37.48840176
2023-12-05 20:19,0:03:04,5.0,2.6,0,0,대림동,음식물 조리중,주거,단독주택,다중주택,126.903407,37.4889017
2023-10-19 5:46,0:03:10,4.2,1.1,0,0,대림동,과부하/과전류,주거,단독주택,단독주택,126.9033182,37.48911598
2021-10-01 23:16,0:03:23,4.5,2.0,0,0,대림동,불씨/불꽃/화원방치,생활서비스,오락시설,노래연습장,126.9042725,37.48958582
2022-08-09 21:23,0:04:21,4.7,1.8,0,0,대림동,불씨/불꽃/화원방치,주거,기타주택,기타 주택,126.9041034,37.48977571
2021-06-27 19:23,0:02:45,5.0,1.3,0,0,대림동,담배꽁초,주거,단독주택,다가구주택,126.9044774,37.49039257
2023-01-22 23:16,0:04:23,4.3,1.2,0,0,대림동,담배꽁초,생활서비스,일상서비스,고시원(원룸텔),126.9046731,37.4919057
2023-11-30 18:26,0:04:17,4.3,1.5,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,커피숍/다방/카페,126.9049125,37.49196977
2021-07-05 4:51,0:03:23,4.3,2.6,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다가구주택,126.9043958,37.49209523
2022-03-03 23:34,0:03:03,4.3,1.9,0,0,대림동,미상,생활서비스,일상서비스,고시원(원룸텔),126.9056622,37.48863692
2022-03-26 20:56,0:02:10,4.2,1.5,0,0,대림동,과부하/과전류,기타서비스,기타건축물,기타 건축물,126.9056454,37.48903812
2021-06-30 16:34,0:02:52,5.9,1.9,0,0,대림동,불씨/불꽃/화원방치,판매/업무시설,판매시설,상점가,126.9057654,37.48945962
2022-10-19 17:16,0:03:29,4.2,1.8,0,0,대림동,음식물 조리중,생활서비스,음식점,한식,126.9057654,37.48945962
2022-01-14 18:19,0:02:41,5.9,1.9,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,한식,126.9057654,37.48945962
2023-11-26 20:06,0:04:06,4.0,1.7,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,한식,126.9057654,37.48945962
2023-03-19 21:47,0:04:09,4.2,1.9,0,0,대림동,음식물 조리중,주거,단독주택,단독주택,126.905992,37.490177
2023-04-24 16:14,0:03:53,4.4,1.8,0,0,대림동,담배꽁초,기타,야외,기타야외,126.9075569,37.49105582
2023-02-18 8:34,0:06:18,3.9,1.5,0,1,대림동,용접/ 절단/ 연마,교육시설,학교,중학교,126.906943,37.49213862
2023-04-06 23:29,0:03:08,4.0,1.5,0,0,대림동,음식물 조리중,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.9077321,37.49265164
2022-05-04 19:56,0:04:18,4.4,1.0,0,0,대림동,반단선,주거,단독주택,단독주택,126.9002723,37.49110999
2021-05-25 14:00,0:02:45,4.4,1.4,0,0,대림동,음식물 조리중,생활서비스,음식점,호프집,126.9010999,37.49117322
2021-07-17 19:54,0:02:20,4.2,1.3,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.9010021,37.49131513
2021-01-16 15:54,0:02:45,5.0,1.3,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.9009151,37.49140804
2023-08-19 18:00,0:04:19,4.0,1.5,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.9009151,37.49140804
2022-11-07 3:29,0:02:52,4.2,1.8,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,기타,야외,쓰레기,126.9009151,37.49140804
2023-08-31 0:43,0:01:25,4.2,1.8,0,0,대림동,음식물 조리중,생활서비스,음식점,중식,126.9009151,37.49140804
2023-06-02 23:50,0:03:50,4.2,1.9,0,0,대림동,담배꽁초,주거,단독주택,다가구주택,126.9006012,37.49177431
2023-05-16 11:31,0:00:47,3.1,0.8,0,1,대림동,음식물 조리중,생활서비스,음식점,중식,126.9016521,37.4928946
2022-10-10 18:06,0:02:32,4.0,1.7,0,0,대림동,음식물 조리중,주거,공동주택,다세대주택,126.9023492,37.49387115
2023-08-05 3:20,0:04:16,3.8,1.5,0,0,대림동,접촉불량에 의한 단락,교육시설,연구/학원,연구소,126.9082096,37.49305467
2021-03-24 17:21,0:01:49,4.9,1.1,0,0,대림동,담배꽁초,기타,야외,쓰레기,126.9061288,37.4937041
2022-01-19 18:40,0:03:06,3.6,1.0,0,0,대림동,절연열화에 의한 단락,생활서비스,일상서비스,관리사무소,126.907785,37.49596657
2023-08-14 20:44,0:03:09,3.3,0.9,0,0,대림동,미확인단락,판매/업무시설,판매시설,할인점(마트),126.907785,37.49596657
2023-11-24 16:55,0:02:31,3.2,0.8,0,0,대림동,가연물 근접방치,기타,야외,쓰레기,126.9080933,37.49637821
2023-02-08 8:29,0:03:11,3.5,1.0,0,0,대림동,가연물 근접방치,주거,단독주택,다가구주택,126.9061382,37.49639866
2022-11-22 22:26,0:00:47,3.2,0.8,0,0,대림동,반단선,주거,공동주택,다세대주택,126.9078935,37.49706264
2023-07-23 13:41,0:03:41,3.0,0.8,0,0,신길동,음식물 조리중,주거,단독주택,단독주택,126.9062217,37.49793017
2022-08-12 10:52,0:04:57,3.2,0.4,0,0,신길동,절연열화에 의한 단락,주거,공동주택,다세대주택,126.9070729,37.49805806
2023-09-10 14:39,0:02:20,3.0,1.1,0,0,신길동,담배꽁초,기타,야외,쓰레기,126.9076383,37.49833926
2023-04-28 8:15,0:03:31,4.9,0.9,0,0,대림동,음식물 조리중,주거,단독주택,단독주택,126.9029735,37.49275478
2021-05-12 13:53,0:02:49,3.8,1.5,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다가구주택,126.9042414,37.49277653
2023-04-12 19:51,0:01:45,4.2,0.3,0,0,대림동,미상,자동차/철도차량,자동차,화물자동차,126.9037289,37.49566375
2023-08-02 4:46,0:04:55,3.4,0.5,0,0,대림동,음식물 조리중,주거,단독주택,다가구주택,126.9042966,37.4969459
2023-06-17 3:03,0:01:24,3.1,0.2,0,0,신길동,미상,기타서비스,기타건축물,포장마차,126.9045076,37.49733467
2021-04-24 0:11,0:05:50,4.0,4.0,0,0,대림동,음식물 조리중,생활서비스,음식점,일반주점,126.9031774,37.49734413
2021-04-13 23:44,0:01:00,3.5,0.8,0,0,신길동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,음식점,횟집,126.9043439,37.49755943
2021-04-29 18:33,0:00:56,7.0,0.5,0,0,신길동,음식물 조리중,생활서비스,음식점,중식,126.9046767,37.49827158
2021-07-14 23:14,0:02:55,2.8,2.0,0,0,신길동,절연열화에 의한 단락,주거,단독주택,다가구주택,126.9039471,37.50053423
2023-02-01 14:59,0:02:12,3.3,0.5,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9044619,37.5007298
2022-10-20 13:43,0:02:41,3.8,0.7,0,0,대림동,미상,주거,공동주택,다세대주택,126.9023492,37.49387115
2022-09-27 18:20,0:03:23,3.8,1.5,0,0,대림동,미상,주거,공동주택,기타 공동주택,126.9021462,37.49404938
