ocrn_dt,dsp_rqr_tm,spt_frstt_dist,spt_sf_cntr_dist,dth_cnt,injpsn_cnt,emd_nm,ign_htsrc_nm,fc_plc_lclas_nm,fc_plc_mclas_nm,fc_plc_sclas_nm,lon,lat
2023-05-27 18:33,0:01:59,3.8,1.0,0,0,대림동,음식물 조리중,생활서비스,음식점,한식,126.9004645,37.49454749
2023-04-04 14:45,0:01:32,3.8,2.0,0,0,대림동,절연열화에 의한 단락,주거,단독주택,단독주택,126.9015079,37.49550289
2023-06-23 9:22,0:02:10,3.8,0.7,0,0,대림동,음식물 조리중,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.8999282,37.49759127
2023-01-10 18:38,0:03:00,3.4,1.4,0,0,대림동,담배꽁초,주거,단독주택,단독주택,126.9018875,37.49761517
2023-12-03 23:53,0:02:52,4.2,0.5,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,기타서비스,기타건축물,공중화장실,126.8998634,37.49785449
2023-10-26 21:11,0:02:04,3.8,1.8,0,0,대림동,음식물 조리중,주거,단독주택,단독주택,126.901077,37.49794787
2021-12-03 13:30,0:01:58,3.5,0.7,0,0,대림동,오일/연료누설,생활서비스,음식점,치킨/족발,126.8997949,37.49859605
2022-12-21 17:16,0:03:11,3.2,0.6,0,0,대림동,접촉불량에 의한 단락,생활서비스,일상서비스,기타 일상서비스,126.9010508,37.49991105
2023-04-27 11:00,0:02:58,3.2,1.0,0,0,대림동,음식물 조리중,주거,단독주택,다가구주택,126.9011048,37.5003442
2023-02-17 8:11,0:03:45,3.0,1.5,0,0,대림동,미상,주거,단독주택,단독주택,126.9006879,37.50065371
2022-12-14 16:30,0:06:09,3.2,0.5,0,0,대림동,트래킹에 의한 단락,주거,단독주택,단독주택,126.9014323,37.50085931
2022-09-08 19:58,0:02:19,2.7,1.9,0,0,신길동,미상,자동차/철도차량,자동차,승용자동차,126.90157,37.5024725
2021-08-05 23:13,0:02:45,3.4,1.8,0,0,신길동,과열/ 과부하,산업시설,작업장,기타 작업장,126.902265,37.50365438
2021-03-28 4:10,0:02:34,2.9,1.0,0,0,신길동,음식물 조리중,주거,공동주택,다세대주택,126.9026315,37.50381029
2023-10-26 11:58,0:04:59,2.5,2.5,0,0,신길동,미상,판매/업무시설,일반업무,일반빌딩,126.9026128,37.50540199
2023-01-02 11:26,0:04:38,2.2,2.2,0,0,신길동,기타(전기적요인),주거,공동주택,아파트,126.901495,37.50546963
2022-06-07 18:12,0:03:57,2.2,2.2,0,0,신길동,음식물 조리중,주거,공동주택,아파트,126.9004285,37.50598582
2023-01-25 15:13,0:03:43,2.9,2.9,0,0,신길동,불씨/불꽃/화원방치,주거,단독주택,단독주택,126.9025186,37.50624129
2023-05-26 18:41,0:01:38,2.6,0.3,0,0,신길동,용접/ 절단/ 연마,기타,야외,쓰레기,126.9062422,37.49972246
2023-04-22 16:07,0:01:50,3.1,0.5,0,0,신길동,담배꽁초,주거,공동주택,아파트,126.9069052,37.50162573
2023-10-30 12:03,0:03:12,2.6,1.1,0,0,신길동,미상,교육시설,학교,고등학교,126.9055181,37.50365306
2021-12-07 23:44,0:02:06,2.6,1.4,0,0,신길동,층간단락,주거,공동주택,아파트,126.9082776,37.50372029
2023-10-26 18:14,0:02:06,2.6,1.2,0,0,신길동,음식물 조리중,주거,공동주택,아파트,126.9082776,37.50372029
2022-11-01 8:50,0:04:49,2.3,2.3,0,0,신길동,트래킹에 의한 단락,생활서비스,음식점,한식,126.907381,37.50636044
2023-12-29 20:03,0:05:55,2.2,2.2,0,0,신길동,음식물 조리중,주거,공동주택,주상복합아파트,126.9083092,37.5064837
2021-01-19 14:42,0:04:26,2.7,2.7,0,0,신길동,트래킹에 의한 단락,주거,단독주택,다가구주택,126.9056564,37.506793
2021-12-25 21:29,0:04:55,1.8,1.3,0,0,신길동,절연열화에 의한 단락,주거,단독주택,단독주택,126.9080617,37.50697564
2023-08-26 13:29,0:01:15,1.7,1.7,0,3,도림동,절연열화에 의한 단락,주거,단독주택,다가구주택,126.9070208,37.50940294
2022-07-06 21:44,0:01:05,3.0,1.5,0,0,신길동,절연열화에 의한 단락,판매/업무시설,판매시설,상가빌딩,126.9030998,37.50367651
2023-09-09 12:34,0:03:37,2.6,2.6,0,0,신길동,음식물 조리중,주거,단독주택,단독주택,126.9045033,37.50504196
2022-11-09 17:35,0:04:16,2.8,2.8,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9040461,37.50546578
2023-11-02 17:46,0:04:12,2.8,2.8,1,1,신길동,음식물 조리중,주거,단독주택,단독주택,126.9038166,37.50575094
2022-07-15 18:15,0:03:18,2.7,2.7,0,0,신길동,미상,생활서비스,일상서비스,기타 일상서비스,126.9050254,37.50587581
2023-12-05 22:58,0:02:58,2.7,1.3,0,0,신길동,음식물 조리중,주거,단독주택,다가구주택,126.9045565,37.50599472
2023-08-01 11:58,0:03:37,2.4,2.4,0,0,신길동,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.9046355,37.50729881
2021-10-23 18:18,0:02:49,2.4,1.3,0,0,도림동,음식물 조리중,생활서비스,음식점,한식,126.9029735,37.50763353
2023-02-08 3:44,0:03:57,2.3,2.2,0,0,신길동,자연발화,생활서비스,음식점,치킨/족발,126.9040693,37.50768452
2022-10-07 20:12,0:03:33,2.3,1.7,0,0,도림동,접촉불량에 의한 단락,생활서비스,음식점,중식,126.9039202,37.50804922
2023-08-27 21:28,0:03:59,5.1,2.8,0,0,대림동,음식물 조리중,주거,공동주택,아파트,126.8996873,37.48767567
2021-02-14 15:16,0:02:44,4.5,1.5,0,0,대림동,과열/ 과부하,주거,공동주택,기타 공동주택,126.8986536,37.48848037
2023-01-04 14:43,0:04:08,3.0,1.2,0,0,대림동,음식물 조리중,생활서비스,음식점,기타휴게음식점,126.8989115,37.48875603
2022-12-08 9:57,0:03:06,4.5,2.4,0,0,대림동,미상,주거,단독주택,다중주택,126.8979905,37.48886733
2023-05-28 14:27,0:04:05,5.1,0.6,0,0,대림동,트래킹에 의한 단락,판매/업무시설,일반업무,일반빌딩,126.8994698,37.48921819
2021-06-02 19:21,0:02:26,5.0,1.6,0,0,대림동,음식물 조리중,주거,단독주택,다가구주택,126.8983158,37.48934316
2023-10-17 8:56,0:03:54,4.4,1.8,0,0,대림동,담배꽁초,주거,단독주택,단독주택,126.8991328,37.48961596
2021-12-04 18:10,0:04:11,2.8,1.5,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.8986853,37.48963811
2023-12-26 17:10,0:03:53,4.3,2.0,0,0,대림동,음식물 조리중,주거,단독주택,다가구주택,126.8975097,37.49042403
2022-05-21 16:20,0:04:44,4.2,2.0,0,0,대림동,기타(부주의),주거,단독주택,단독주택,126.897681,37.49076827
2023-11-24 3:37,0:04:26,4.1,1.5,0,0,대림동,음식물 조리중,생활서비스,음식점,중식,126.8996023,37.49107771
2021-05-01 14:24,0:03:10,4.7,1.2,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.897845,37.49115089
2022-02-18 2:06,0:03:53,4.1,1.2,0,0,대림동,음식물 조리중,생활서비스,음식점,호프집,126.8979877,37.491862
2023-07-10 10:08,0:03:21,4.1,2.0,0,0,대림동,불씨/불꽃/화원방치,생활서비스,음식점,중식,126.8977702,37.49224672
2022-11-23 13:12,0:03:16,4.4,1.0,0,0,대림동,담배꽁초,생활서비스,음식점,중식,126.8969859,37.49273961
2022-06-24 1:04,0:02:50,4.0,1.0,0,0,대림동,절연열화에 의한 단락,판매/업무시설,판매시설,상가빌딩,126.8968015,37.49307805
2023-01-06 0:32,0:02:53,4.3,1.9,0,0,대림동,기타,주거,단독주택,다중주택,126.8976029,37.49456009
2022-09-04 14:20,0:05:00,3.8,1.7,0,0,대림동,음식물 조리중,생활서비스,음식점,중식,126.8981126,37.49490913
2022-06-01 13:04,0:03:27,3.7,1.7,0,0,대림동,음식물 조리중,생활서비스,음식점,중식,126.8973809,37.49510997
2023-02-27 14:53,0:03:00,3.4,1.9,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다가구주택,126.8976534,37.49730632
2022-08-01 20:08,0:02:32,4.3,1.2,0,0,대림동,절연열화에 의한 단락,집합시설,종교시설,교회,126.8963451,37.49112418
2022-08-05 0:18,0:03:06,4.0,1.0,0,0,대림동,음식물 조리중,생활서비스,음식점,호프집,126.8964624,37.49237866
2023-11-13 18:52,0:02:15,4.5,2.8,0,0,대림동,층간단락,생활서비스,음식점,중식,126.8965959,37.4925051
2023-11-22 9:02,0:03:05,4.1,2.0,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,일상서비스,일반상점,126.8961775,37.49268178
2023-12-15 22:28,0:02:51,4.0,0.8,0,0,대림동,음식물 조리중,주거,공동주택,기타 공동주택,126.8962844,37.49336358
2023-12-07 5:00,0:05:37,3.7,1.2,0,0,대림동,음식물 조리중,주거,단독주택,다중주택,126.8964859,37.4945202
2023-07-26 22:28,0:04:04,3.0,2.0,0,0,대림동,접촉불량에 의한 단락,주거,단독주택,단독주택,126.8964348,37.49511446
2023-11-25 15:40,0:04:04,3.6,2.0,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,산업시설,작업장,기타 작업장,126.8963534,37.49688297
2023-10-23 21:53,0:01:29,3.6,2.1,0,0,대림동,접촉불량에 의한 단락,주거,공동주택,아파트,126.8943168,37.49747457
2021-08-31 22:19,0:04:08,3.6,1.1,0,0,대림동,담배꽁초,생활서비스,음식점,한식,126.8966377,37.49898725
2022-09-18 19:31,0:02:05,3.4,0.7,0,0,대림동,트래킹에 의한 단락,자동차/철도차량,자동차,승용자동차,126.8985337,37.49734546
2023-05-13 16:34,0:00:57,3.9,0.5,0,0,대림동,방화의심,판매/업무시설,일반업무,일반회사,126.8984241,37.49756332
2021-07-02 16:00,0:03:03,3.1,1.2,0,0,대림동,담배꽁초,기타,야외,쓰레기,126.8979414,37.49879016
2021-04-18 19:59,0:03:54,4.4,1.1,0,0,대림동,압착/손상에 의한 단락,운수자동차시설,자동차시설,카센터,126.8985194,37.49896131
2022-02-09 13:31,0:03:24,3.3,0.8,0,0,대림동,용접/ 절단/ 연마,판매/업무시설,판매시설,기타 판매시설,126.8996229,37.5015539
2023-04-07 9:15,0:04:50,3.4,1.6,0,0,대림동,음식물 조리중,주거,단독주택,다중주택,126.8974728,37.50176118
2021-06-24 0:15,0:04:29,3.8,1.7,0,0,대림동,트래킹에 의한 단락,주거,단독주택,다가구주택,126.8984943,37.50241601
2022-10-09 15:48,0:04:11,3.2,1.2,0,0,대림동,음식물 조리중,생활서비스,음식점,한식,126.8972797,37.5025448
2022-01-17 8:49,0:03:14,3.2,1.1,0,0,대림동,담배꽁초,기타,야외,기타야외,126.8971656,37.50299439
2022-02-20 12:41,0:04:03,3.0,0.4,0,1,대림동,담배꽁초,주거,단독주택,다가구주택,126.8977156,37.50361548
2023-12-23 9:30,0:03:15,3.2,1.6,0,0,대림동,절연열화에 의한 단락,생활서비스,일상서비스,기타 일상서비스,126.8966513,37.49956922
2023-04-15 12:33,0:04:59,3.6,1.3,0,0,대림동,기기(전기/ 기계 등) 사용.설치부주의,기타서비스,기타건축물,기타 건축물,126.8939968,37.49967021
2023-07-26 22:06,0:04:45,3.1,2.0,0,0,대림동,트래킹에 의한 단락,주거,단독주택,단독주택,126.8952737,37.50088339
2021-09-09 14:34,0:04:20,2.9,1.4,0,0,대림동,음식물 조리중,주거,공동주택,아파트,126.8938289,37.50166309
2022-09-10 9:39,0:04:47,2.8,1.4,0,0,대림동,트래킹에 의한 단락,주거,공동주택,아파트,126.894276,37.50264351
2023-09-06 17:01,0:04:09,3.0,2.0,0,0,대림동,접촉불량에 의한 단락,주거,공동주택,아파트,126.894276,37.50264351
2021-04-06 12:24,0:02:39,3.0,1.7,0,0,대림동,담배꽁초,기타,야외,쓰레기,126.8953541,37.50325526
2023-01-13 8:58,0:04:20,2.7,2.1,0,0,대림동,트래킹에 의한 단락,주거,공동주택,아파트,126.8951535,37.50623471
2021-11-17 13:34,0:03:19,2.7,1.3,0,0,대림동,접촉불량에 의한 단락,주거,공동주택,아파트,126.8951535,37.50623471
2022-03-25 21:00,0:06:16,3.0,1.8,0,0,대림동,담배꽁초,주거,공동주택,아파트,126.8951535,37.50623471
2022-09-06 15:25,0:03:19,2.5,1.0,0,0,대림동,음식물 조리중,주거,공동주택,다세대주택,126.8985897,37.50364642
2021-06-23 4:02,0:03:41,2.9,1.5,0,0,대림동,불씨/불꽃/화원방치,주거,공동주택,다세대주택,126.8981527,37.50401347
2023-05-16 6:00,0:04:30,3.5,1.7,0,0,대림동,미상,주거,단독주택,다중주택,126.8974485,37.50455166
2022-01-07 1:34,0:05:29,3.1,3.1,0,0,도림동,미상,기타,도로,기타도로,126.8976484,37.5054935
2021-12-19 0:13,0:04:54,2.2,2.2,0,0,도림동,불씨/불꽃/화원방치,주거,단독주택,단독주택,126.8996345,37.50689192
2022-10-21 16:28,0:01:38,2.4,2.4,0,0,도림동,담배꽁초,기타,야외,쓰레기,126.8980354,37.5068937
2022-09-11 11:58,0:04:03,2.2,2.2,0,0,도림동,음식물 조리중,주거,단독주택,단독주택,126.8995768,37.50700522
2023-11-20 4:38,0:05:50,2.5,2.5,0,5,도림동,미상,주거,공동주택,기타 공동주택,126.898845,37.50729679
2021-08-20 12:55,0:04:04,2.0,2.0,0,0,도림동,유류 취급중,자동차/철도차량,자동차,화물자동차,126.897382,37.50785334
2022-09-07 15:00,0:03:57,2.0,2.0,0,0,도림동,음식물 조리중,주거,단독주택,다가구주택,126.8991548,37.50856576
2023-05-28 10:23,0:04:31,2.3,1.6,0,0,도림동,트래킹에 의한 단락,생활서비스,음식점,제과점/빵집/떡집(휴게),126.8966312,37.50847861
2022-02-06 17:01,0:04:26,2.7,2.7,0,0,도림동,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,일상서비스,고시원(원룸텔),126.8964801,37.50896259
2023-05-16 13:23,0:04:35,2.9,2.9,0,0,문래동1가,기기(전기/ 기계 등) 사용.설치부주의,산업시설,창고시설,창고/ 물품저장소,126.8925421,37.51005722
2022-10-08 16:25,0:04:23,1.8,1.8,0,0,문래동1가,담배꽁초,생활서비스,일상서비스,기타 일상서비스,126.8925421,37.51005722
2021-04-25 4:34,0:04:13,3.0,3.0,0,0,도림동,방화,주거,단독주택,단독주택,126.8955041,37.5101889
2023-01-23 16:48,0:04:06,2.0,2.0,0,0,문래동1가,접촉불량에 의한 단락,생활서비스,일상서비스,기타 일상서비스,126.8925639,37.51099743
2021-05-01 19:48,0:03:55,2.0,2.0,0,1,문래동2가,미상,판매/업무시설,숙박시설,여관,126.8925249,37.51186966
2023-09-01 19:21,0:04:23,1.5,1.5,0,0,문래동2가,담배꽁초,기타,야외,쓰레기,126.8937471,37.51248552
2023-07-28 16:06,0:04:40,1.7,1.7,0,0,문래동2가,음식물 조리중,생활서비스,음식점,치킨/족발,126.8930798,37.51325528
2022-01-14 16:40,0:03:15,1.5,1.5,0,0,문래동2가,절연열화에 의한 단락,생활서비스,음식점,커피숍/다방/카페(휴게),126.8940308,37.51326109
2023-11-05 8:42,0:04:18,2.1,2.1,0,0,도림동,음식물 조리중,주거,단독주택,다가구주택,126.8972602,37.50862945
2022-04-18 8:04,0:04:27,1.0,1.0,0,0,도림동,자연발화,판매/업무시설,판매시설,시장,126.8984536,37.50989558
2021-04-02 21:09,0:04:31,3.0,3.0,0,0,도림동,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.8986889,37.51010211
2021-08-23 11:03,0:03:42,2.5,2.5,0,0,도림동,용접/ 절단/ 연마,집합시설,종교시설,교회,126.8974675,37.51018386
2023-10-16 10:34,0:04:36,1.9,1.5,0,0,도림동,음식물 조리중,주거,공동주택,다세대주택,126.8973403,37.5103863
2022-11-19 15:26,0:04:55,2.4,3.0,0,0,도림동,불씨/불꽃/화원방치,생활서비스,음식점,한식,126.8987651,37.51102129
2023-05-09 18:33,0:03:36,1.4,1.4,0,0,문래동1가,담배꽁초,산업시설,공장시설,인쇄업,126.8968947,37.5120643
2022-03-24 10:47,0:04:02,1.3,1.3,0,0,문래동1가,용접/ 절단/ 연마,산업시설,공장시설,인쇄업,126.8968947,37.5120643
2021-05-12 16:38,0:04:04,1.5,1.5,0,0,문래동3가,불씨/불꽃/화원방치,산업시설,공장시설,금속기계 및 기구공업,126.8977479,37.51384966
2023-07-30 14:16,0:03:28,1.5,1.5,0,0,문래동3가,미상,자동차/철도차량,자동차,승용자동차,126.8973904,37.51627575
2022-01-17 18:50,0:03:00,1.6,1.6,0,0,문래동2가,불씨/불꽃/화원방치,산업시설,작업장,공업사,126.8937988,37.51341297
2023-11-07 16:33,0:09:44,1.8,1.8,0,0,문래동2가,미상,생활서비스,음식점,한식,126.8926577,37.5135698
2023-02-24 8:45,0:03:12,1.4,1.4,0,0,문래동2가,미상,생활서비스,음식점,일식,126.8948312,37.51361563
2021-03-20 10:33,0:03:07,1.6,1.6,0,0,문래동2가,미상,집합시설,운동시설,기타 운동시설,126.8957196,37.51364903
2021-04-13 20:56,0:03:04,1.8,1.8,0,0,문래동2가,불씨/불꽃/화원방치,생활서비스,음식점,치킨/족발,126.8927578,37.513669
2023-05-07 21:47,0:04:18,1.0,1.0,0,0,문래동3가,담배꽁초,기타,야외,쓰레기,126.8965536,37.51374068
2022-01-16 22:09,0:03:39,1.5,1.5,0,0,문래동3가,기기(전기/ 기계 등) 사용.설치부주의,산업시설,작업장,철공소,126.8966003,37.51433394
2023-03-23 15:04,0:04:12,0.9,0.9,0,0,문래동4가,절연열화에 의한 단락,산업시설,공장시설,금속기계 및 기구공업,126.8922023,37.51440074
2022-06-01 2:26,0:04:58,1.0,1.0,0,0,문래동3가,담배꽁초,생활서비스,음식점,한식,126.8950386,37.5145297
2021-05-28 10:28,0:04:29,1.5,1.5,0,0,문래동4가,절연열화에 의한 단락,산업시설,작업장,공업사,126.892219,37.51472962
2022-07-19 13:48,0:02:52,1.5,1.5,0,0,문래동2가,미상,주거,공동주택,아파트,126.8912497,37.5128159
2022-03-18 0:17,0:04:05,1.7,1.7,0,0,문래동4가,과열/ 과부하,주거,공동주택,아파트,126.8903955,37.51341761
2021-01-29 7:04,0:01:48,1.9,1.9,0,0,문래동4가,과열/ 과부하,기타,야외,기타야외,126.8915281,37.51398773
2022-02-23 19:10,0:04:49,1.6,1.6,0,0,문래동4가,가연물 근접방치,산업시설,작업장,기타 작업장,126.8909615,37.51406451
2023-11-14 20:27,0:04:32,2.0,2.0,0,0,문래동5가,과부하/과전류,자동차/철도차량,자동차,버스,126.8865622,37.51528835
2021-04-12 2:44,0:04:56,2.5,2.5,0,0,문래동4가,교통사고,자동차/철도차량,자동차,오토바이,126.8882892,37.51536433
2022-10-26 13:59,0:04:29,2.0,2.0,0,0,문래동4가,불씨/불꽃/화원방치,생활서비스,음식점,기타휴게음식점,126.8901177,37.51574347
2022-04-13 16:42,0:04:14,2.0,2.0,0,0,문래동4가,미상,산업시설,공장시설,금속기계 및 기구공업,126.8884085,37.51575214
2022-12-17 23:37,0:04:46,2.0,2.0,0,0,문래동4가,기기(전기/ 기계 등) 사용.설치부주의,기타,야외,기타야외,126.8903033,37.51630839
2023-11-25 5:47,0:03:41,1.7,1.7,0,0,문래동5가,불씨/불꽃/화원방치,판매/업무시설,일반업무,오피스텔,126.8879516,37.51663262
2022-06-03 20:20,0:03:41,2.2,2.2,0,0,도림동,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.9000787,37.50634404
2021-11-15 16:18,0:04:02,2.0,2.0,0,0,도림동,트래킹에 의한 단락,교육시설,연구/학원,기타 연구/학원,126.9007733,37.50671773
2022-10-31 7:32,0:03:47,2.6,2.6,0,6,도림동,미확인단락,운수자동차시설,역사/터미널,지하철역사,126.9013019,37.507476
2022-06-18 17:16,0:03:31,2.3,1.4,0,0,도림동,음식물 조리중,주거,공동주택,다세대주택,126.9011553,37.5083913
2023-06-04 19:55,0:03:30,2.3,1.6,0,0,도림동,담배꽁초,주거,단독주택,다가구주택,126.9010297,37.50842165
2023-01-29 22:06,0:04:37,2.1,2.1,0,1,도림동,불씨/불꽃/화원방치,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.9021276,37.50879018
2023-04-04 2:41,0:03:00,2.9,2.9,0,0,도림동,담배꽁초,주거,단독주택,다가구주택,126.9004594,37.50890141
2022-03-14 3:20,0:04:37,2.4,2.4,0,0,도림동,음식물 조리중,주거,공동주택,아파트,126.9001766,37.51039494
2022-12-14 19:35,0:04:58,2.4,1.5,0,0,도림동,음식물 조리중,주거,공동주택,아파트,126.9001766,37.51039494
2023-07-27 12:35,0:04:12,1.6,1.6,0,0,영등포동,기기(전기/ 기계 등) 사용.설치부주의,주거,공동주택,아파트,126.9023257,37.51175428
2021-08-20 0:33,0:03:32,2.0,2.0,0,0,도림동,음식물 조리중,생활서비스,음식점,중식,126.9051341,37.50881723
2021-06-22 14:21,0:04:19,2.0,2.0,0,0,도림동,자연적 재해,생활서비스,일상서비스,기타 일상서비스,126.9052892,37.50906648
2023-11-25 14:32,0:03:55,2.0,2.0,0,0,도림동,담배꽁초,주거,단독주택,다가구주택,126.905387,37.50911062
2023-07-25 6:14,0:04:24,1.8,1.8,0,0,도림동,음식물 조리중,주거,단독주택,다중주택,126.9042178,37.50921797
2023-07-30 13:27,0:02:49,1.7,1.7,0,0,도림동,음식물 조리중,주거,단독주택,다중주택,126.90488,37.50925878
2023-12-26 17:26,0:01:21,1.2,1.2,0,0,영등포동,음식물 조리중,주거,공동주택,다세대주택,126.9049457,37.51018327
2023-09-26 16:34,0:03:57,0.8,0.8,0,0,영등포동,과열/ 과부하,자동차/철도차량,철도차량,전동차,126.9051899,37.51388245
2022-09-05 23:42,0:02:44,0.8,0.8,0,0,문래동1가,트래킹에 의한 단락,산업시설,공장시설,그 밖의 공업,126.9034376,37.51456137
2022-01-06 4:15,0:03:33,1.3,1.3,0,1,영등포동,미상,기타서비스,기타건축물,공중화장실,126.9046144,37.51474884
2023-01-27 22:42,0:03:03,1.0,1.0,0,0,영등포동,음식물 조리중,기타서비스,기타건축물,기타 건축물,126.9045997,37.51507751
2023-12-13 16:14,0:04:34,2.4,2.4,0,0,영등포동,음식물 조리중,주거,단독주택,다가구주택,126.90709,37.51240892
2023-03-25 17:00,0:04:35,1.9,1.9,0,0,영등포동,담배꽁초,기타,야외,쓰레기,126.9064419,37.51245481
2023-09-09 13:33,0:03:15,1.4,1.4,0,0,영등포동,음식물 조리중,주거,단독주택,단독주택,126.9077012,37.51287909
